lon,lat,address
-86.5196678,38.8645952,"1221 james ave, bedford, in 47421, usa"
-117.392218,33.9595241,"6086 magnolia ave, riverside, ca 92506, usa"
-82.066017,39.953114,"3610 w pike, zanesville, oh 43701, usa"
-90.624932,38.7859431,"620 mid rivers mall dr, st peters, mo 63376, usa"
-82.3735815,29.6218786,"3520 sw 34th st, gainesville, fl 32608, usa"
-117.154692,33.5550851,"39400 murrieta hot springs rd, murrieta, ca 92563, usa"
-84.7934753,33.3995367,"487 jackson st #101newnan, newnan, ga 30263, usa"
-78.8069165,40.2123998,"99 spruce st, windber, pa 15963, usa"
-85.6753513,40.5323159,"3164 s western ave, marion, in 46953, usa"
-78.699569,42.988058,"2351 maple rd, amherst, ny 14221, usa"
-86.391272,39.8648372,"11 e garner rd, brownsburg, in 46112, usa"
-95.8450544,32.5459747,"24648 tx-64, canton, tx 75103, usa"
-77.0773038,38.783739,"6220 richmond hwy, alexandria, va 22303, usa"
-81.0679772,32.0454161,"1900 e victory dr b2, savannah, ga 31404, usa"
-101.4762878,32.2475672,"701 s gregg st, big spring, tx 79720, usa"
-91.1398749,30.4182986,"3121 college dr # b, baton rouge, la 70808, usa"
-96.04655749999999,41.1758645,"8507 giles rd, papillion, ne 68046, usa"
-118.0311651,34.15039830000001,"1012 n santa anita ave, arcadia, ca 91006, usa"
-122.4371933,47.1212119,"14918 pacific ave s, parkland, wa 98444, usa"
-98.3365658,29.5750669,"7625 n loop 1604 e, san antonio, tx 78233, usa"
-84.3800297,33.9358003,"6650 roswell rd, atlanta, ga 30328, usa"
-117.3039921,34.0474268,"1330 e washington st, colton, ca 92324, usa"
-84.10728809999999,31.6374092,"1627 philema rd, albany, ga 31701, usa"
-80.7326586,36.7626313,"125 s main st, hillsville, va 24343, usa"
-74.7603147,40.2453539,"1632 n olden ave, ewing township, nj 08638, usa"
-85.6599433,42.295404,"5609 w main st, kalamazoo, mi 49009, usa"
-81.31439619999999,35.7164174,"1172 lenoir rhyne blvd se, hickory, nc 28602, usa"
-88.13246269999999,43.186232,"9315 water tower pl #178, menomonee falls, wi 53051, usa"
-82.9767976,38.7393948,"1910 robinson ave, portsmouth, oh 45662, usa"
-75.60079689999999,38.3576029,"700 s salisbury blvd, salisbury, md 21801, usa"
-85.8428993,30.20609379999999,"13415 panama city beach pkwy, panama city, fl 32407, usa"
-90.10030739999999,29.9643494,"3400 tulane ave #1000, new orleans, la 70119, usa"
-84.2570997,33.9661816,"4015 holcomb bridge rd, norcross, ga 30071, usa"
-78.8502082,42.9982994,"3177 eggert rd, tonawanda, ny 14150, usa"
-89.09930190000001,30.4596344,"12100 us 49, gulfport, ms 39503, usa"
-89.5375263,40.6713504,"300 carver ln, east peoria, il 61611, usa"
-74.28716179999999,40.969219,"561 nj-23, pompton plains, nj 07444, usa"
-118.3960664,34.1501065,"4358 laurel canyon blvd, studio city, ca 91604, usa"
-99.3131715,34.1607822,"4119 hillcrest plaza, vernon, tx 76384, usa"
-79.9427477,40.3467676,"2212 mountain view dr, west mifflin, pa 15122, usa"
-83.7645,42.9799115,"4340 miller rd, flint, mi 48507, usa"
-106.5656349,35.1751331,"7120 holly ave ne, albuquerque, nm 87113, usa"
NA,NA,NA
-81.36574209999999,28.3624591,"13900 landstar blvd, orlando, fl 32824, usa"
-79.18221,37.367304,"2420 wards rd, lynchburg, va 24502, usa"
-101.9166386,33.5672712,"marsha sharp fwy, lubbock, tx 79415, usa"
-80.12030209999999,40.28538940000001,"3492 washington rd, canonsburg, pa 15317, usa"
-76.75429799999999,39.9805591,"981 loucks rd, york, pa 17404, usa"
-81.31295,31.95342479999999,"9701 ford ave #1richmond, richmond hill, ga 31324, usa"
-117.906229,33.7477579,"412 n fairview st, santa ana, ca 92703, usa"
-83.7446562,33.8001277,"2120 w spring st, monroe, ga 30655, usa"
-85.52161219999999,38.0493894,"oak creek dr, mt washington, ky 40047, usa"
-90.0516529,35.1497703,"167 n main st, memphis, tn 38103, usa"
-84.21904959999999,33.9706269,"5450 peachtree pkwy, norcross, ga 30092, usa"
-85.69121129999999,43.0611885,"5371 alpine ave nw, comstock park, mi 49321, usa"
-73.8475137,45.43176099999999,"42b boulevard saint-charles, beaconsfield, qc h9w 5z6, canada"
-84.1887239,39.749725,"660 s main st, dayton, oh 45402, usa"
-74.10255719999999,40.950304,"20-05 saddle river rd, fair lawn, nj 07410, usa"
-97.6212939,35.60484539999999,"13325 n macarthur blvd, oklahoma city, ok 73142, usa"
-75.5345243,40.1332906,"700 nutt rd, phoenixville, pa 19460, usa"
-106.5299534,31.8286859,"6009 n mesa st, el paso, tx 79912, usa"
-81.0533854,34.1156043,"columbia, sc 29203, usa"
-86.12615760000001,38.2361686,"2400 landmark ave ne, corydon, in 47112, usa"
-97.29363029999999,32.6888751,"2452 mansfield hwy, fort worth, tx 76119, usa"
-87.37284199999999,36.0603403,"541 tn-46, dickson, tn 37055, usa"
-97.7964293,30.4623309,"13776 us-183 #100austin, austin, tx 78750, usa"
-117.2727052,34.1055914,"8120 palm ln, san bernardino, ca 92410, usa"
-83.45472649999999,42.3221224,"41937 ford rd, canton, mi 48187, usa"
-118.7588012,34.1540749,"5683 kanan rd, agoura hills, ca 91301, usa"
-92.2994751,34.78200229999999,"3000 w scenic dr, north little rock, ar 72118, usa"
-95.5539348,29.9017512,"9215 west rd, houston, tx 77064, usa"
-82.6217406,35.60144349999999,"339 new leicester hwy, asheville, nc 28806, usa"
