"","zip","city","state","metro","county_name","x2020_01"
"3220","95120","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1520988
"3221","33594","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",233599
"3222","33441","Deerfield Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",258603
"3223","32720","Deland","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County",204245
"3224","72704","Fayetteville","AR","Fayetteville-Springdale-Rogers","Washington County",211283
"3225","16602","Altoona","PA","Altoona","Blair County",88427
"3226","48234","Detroit","MI","Detroit-Warren-Dearborn","Wayne County",26704
"3227","92108","San Diego","CA","San Diego-Carlsbad","San Diego County",402263
"3228","95966","Oroville","CA","Chico","Butte County",249033
"3229","76901","San Angelo","TX","San Angelo","Tom Green County",129382
"3230","7840","Hackettstown","NJ","Allentown-Bethlehem-Easton","Warren County",290234
"3231","2840","Newport","RI","Providence-Warwick","Newport County",519840
"3232","28209","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",403667
"3233","61008","Belvidere","IL","Rockford","Boone County",163901
"3234","19151","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",164344
"3235","73159","Oklahoma City","OK","Oklahoma City","Oklahoma County",122197
"3236","29625","Anderson","SC","Greenville-Anderson-Mauldin","Anderson County",152590
"3237","40701","Corbin","KY","London","Whitley County",106404
"3238","68116","Omaha","NE","Omaha-Council Bluffs","Douglas County",267587
"3239","33138","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",477486
"3240","97321","Albany","OR","Albany","Linn County",348050
"3241","83705","Boise","ID","Boise City","Ada County",278159
"3242","55422","Robbinsdale","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",260225
"3243","49548","Grand Rapids","MI","Grand Rapids-Wyoming","Kent County",153305
"3244","15217","Pittsburgh","PA","Pittsburgh","Allegheny County",347075
"3245","77550","Galveston","TX","Houston-The Woodlands-Sugar Land","Galveston County",203166
"3246","35810","Huntsville","AL","Huntsville","Madison County",85845
"3247","7032","Kearny","NJ","New York-Newark-Jersey City","Hudson County",382266
"3248","97306","Salem","OR","Salem","Marion County",329892
"3249","20886","Montgomery Village","MD","Washington-Arlington-Alexandria","Montgomery County",282612
"3250","60169","Hoffman Estates","IL","Chicago-Naperville-Elgin","Cook County",244525
"3251","14621","Rochester","NY","Rochester","Monroe County",58410
"3252","60451","New Lenox","IL","Chicago-Naperville-Elgin","Will County",298114
"3253","53705","Madison","WI","Madison","Dane County",373031
"3254","74063","Sand Springs","OK","Tulsa","Tulsa County",140101
"3255","70094","Westwego","LA","New Orleans-Metairie","Jefferson Parish",121102
"3256","83605","Caldwell","ID","Boise City","Canyon County",222939
"3257","53217","Whitefish Bay","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",390828
"3258","80237","Denver","CO","Denver-Aurora-Lakewood","Denver County",461863
"3259","45701","Athens","OH","Athens","Athens County",175769
"3260","52761","Muscatine","IA","Muscatine","Muscatine County",130567
"3261","32309","Tallahassee","FL","Tallahassee","Leon County",269137
"3262","97603","Klamath Falls","OR","Klamath Falls","Klamath County",201633
"3263","89011","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",312102
"3264","52501","Ottumwa","IA","Ottumwa","Wapello County",74292
"3265","30310","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",230981
"3266","28560","New Bern","NC","New Bern","Craven County",151693
"3267","97267","Milwaukie","OR","Portland-Vancouver-Hillsboro","Clackamas County",404374
"3268","93705","Fresno","CA","Fresno","Fresno County",209096
"3269","80550","Windsor","CO","Greeley","Weld County",410800
"3270","12309","Town of Niskayuna","NY","Albany-Schenectady-Troy","Schenectady County",252518
"3271","93101","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara County",887720
"3272","43537","Maumee","OH","Toledo","Lucas County",188921
"3273","80214","Lakewood","CO","Denver-Aurora-Lakewood","Jefferson County",427672
"3274","85750","Tucson","AZ","Tucson","Pima County",408220
"3275","99508","Anchorage","AK","Anchorage","Anchorage Borough",277408
"3276","70501","Lafayette","LA","Lafayette","Lafayette Parish",83753
"3277","57108","Sioux Falls","SD","Sioux Falls","Minnehaha County",262222
"3278","91316","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",712866
"3279","30215","Fayetteville","GA","Atlanta-Sandy Springs-Roswell","Fayette County",290781
"3280","78573","Alton","TX","McAllen-Edinburg-Mission","Hidalgo County",125639
"3281","27332","Sanford","NC","Sanford","Lee County",168627
"3282","26101","Parkersburg","WV","Parkersburg-Vienna","Wood County",80051
"3283","46205","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",182211
"3284","37067","Franklin","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",522805
"3285","35806","Huntsville","AL","Huntsville","Madison County",238422
"3286","45429","Kettering","OH","Dayton","Montgomery County",175102
"3287","44129","Parma","OH","Cleveland-Elyria","Cuyahoga County",124820
"3288","79720","Big Spring","TX","Big Spring","Howard County",127947
"3289","64015","Blue Springs","MO","Kansas City","Jackson County",206479
"3290","96782","Pearl City","HI","Urban Honolulu","Honolulu County",736801
"3291","79605","Abilene","TX","Abilene","Taylor County",117844
"3292","54304","Green Bay","WI","Green Bay","Brown County",144791
"3293","91941","La Mesa","CA","San Diego-Carlsbad","San Diego County",647691
"3294","30741","Fairview","GA","Chattanooga","Walker County",104921
"3295","13090","Liverpool","NY","Syracuse","Onondaga County",162502
"3296","40004","Bardstown","KY","Bardstown","Nelson County",158703
"3297","19002","Upper Dublin Township","PA","Philadelphia-Camden-Wilmington","Montgomery County",427814
"3298","21237","Rosedale","MD","Baltimore-Columbia-Towson","Baltimore County",219737
"3299","92651","Laguna Beach","CA","Los Angeles-Long Beach-Anaheim","Orange County",1925753
"3300","84095","South Jordan","UT","Salt Lake City","Salt Lake County",509690
"3301","11554","East Meadow","NY","New York-Newark-Jersey City","Nassau County",512108
"3302","8865","Phillipsburg","NJ","Allentown-Bethlehem-Easton","Warren County",169883
"3303","90064","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1570843
"3304","92220","Banning","CA","Riverside-San Bernardino-Ontario","Riverside County",266755
"3305","22042","Falls Church","VA","Washington-Arlington-Alexandria","Fairfax County",557597
"3306","33326","Weston","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",357828
"3307","28278","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",307316
"3308","77075","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",180685
"3309","80104","Castle Rock","CO","Denver-Aurora-Lakewood","Douglas County",434963
"3310","2368","Randolph","MA","Boston-Cambridge-Newton","Norfolk County",387627
"3311","30214","Fayetteville","GA","Atlanta-Sandy Springs-Roswell","Fayette County",246003
"3312","70005","Metairie","LA","New Orleans-Metairie","Jefferson Parish",325361
"3313","78582","Rio Grande City","TX","Rio Grande City","Starr County",61221
"3314","19135","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",147388
"3315","14534","Town of Pittsford","NY","Rochester","Monroe County",291205
"3316","33579","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",249180
"3317","21009","Abingdon","MD","Baltimore-Columbia-Towson","Harford County",269296
"3318","2919","Johnston","RI","Providence-Warwick","Providence County",259417
"3319","3079","Salem","NH","Boston-Cambridge-Newton","Rockingham County",369972
"3320","74464","Tahlequah","OK","Tahlequah","Cherokee County",109674
"3321","99207","Spokane","WA","Spokane-Spokane Valley","Spokane County",180771
"3322","93561","Tehachapi","CA","Bakersfield","Kern County",283580
"3323","92637","Laguna Woods","CA","Los Angeles-Long Beach-Anaheim","Orange County",307193
"3324","34223","Englewood","FL","Punta Gorda","Charlotte County",264416
"3325","97203","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",386304
"3326","32937","Satellite Beach","FL","Palm Bay-Melbourne-Titusville","Brevard County",332709
"3327","56308","Alexandria","MN","Alexandria","Douglas County",242942
"3328","45420","Dayton","OH","Dayton","Montgomery County",96329
"3329","23233","Henrico","VA","Richmond","Henrico County",352146
"3330","97266","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",323942
"3331","48212","Detroit","MI","Detroit-Warren-Dearborn","Wayne County",54667
"3332","50158","Marshalltown","IA","Marshalltown","Marshall County",109016
"3333","76401","Stephenville","TX","Stephenville","Erath County",171830
"3334","34238","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",343977
"3335","94903","San Rafael","CA","San Francisco-Oakland-Hayward","Marin County",1024645
"3336","22306","Hybla Valley","VA","Washington-Arlington-Alexandria","Fairfax County",488259
"3337","43612","Toledo","OH","Toledo","Lucas County",62175
"3338","61604","Peoria","IL","Peoria","Peoria County",68903
"3339","49507","Grand Rapids","MI","Grand Rapids-Wyoming","Kent County",140506
"3340","87106","Albuquerque","NM","Albuquerque","Bernalillo County",247490
"3341","56301","Saint Cloud","MN","St. Cloud","Stearns County",212291
"3342","80218","Denver","CO","Denver-Aurora-Lakewood","Denver County",489082
"3343","49024","Portage","MI","Kalamazoo-Portage","Kalamazoo County",199577
"3344","41011","Covington","KY","Cincinnati","Kenton County",173817
"3345","6512","East Haven","CT","New Haven-Milford","New Haven County",204490
"3346","77598","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",186486
"3347","32807","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",210682
"3348","33542","Zephyrhills","FL","Tampa-St. Petersburg-Clearwater","Pasco County",133830
"3349","90504","Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",729438
"3350","48446","Lapeer","MI","Detroit-Warren-Dearborn","Lapeer County",180005
"3351","89081","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",282827
"3352","33407","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",202808
"3353","34743","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",222346
"3354","93638","Madera","CA","Madera","Madera County",220948
"3355","8043","Voorhees Township","NJ","Philadelphia-Camden-Wilmington","Camden County",291759
"3356","76053","Hurst","TX","Dallas-Fort Worth-Arlington","Tarrant County",211789
"3357","37086","La Vergne","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",222635
"3358","30045","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",244697
"3359","89130","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",297992
"3360","21075","Elkridge","MD","Baltimore-Columbia-Towson","Howard County",354366
"3361","66044","Lawrence","KS","Lawrence","Douglas County",183584
"3362","7107","Newark","NJ","New York-Newark-Jersey City","Essex County",292693
"3363","79106","Amarillo","TX","Amarillo","Potter County",113299
"3364","80910","Colorado Springs","CO","Colorado Springs","El Paso County",243151
"3365","53223","Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",133652
"3366","68164","Omaha","NE","Omaha-Council Bluffs","Douglas County",197048
"3367","60050","McHenry","IL","Chicago-Naperville-Elgin","McHenry County",178869
"3368","43212","Grandview Heights","OH","Columbus","Franklin County",359554
"3369","55421","Columbia Heights","MN","Minneapolis-St. Paul-Bloomington","Anoka County",231351
"3370","2453","Waltham","MA","Boston-Cambridge-Newton","Middlesex County",594187
"3371","92131","San Diego","CA","San Diego-Carlsbad","San Diego County",855268
"3372","77489","Missouri City","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",164905
"3373","48091","Warren","MI","Detroit-Warren-Dearborn","Macomb County",109926
"3374","29611","Greenville","SC","Greenville-Anderson-Mauldin","Greenville County",122175
"3375","33434","Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",156866
"3376","68123","Bellevue","NE","Omaha-Council Bluffs","Sarpy County",221620
"3377","22601","Winchester","VA","Winchester","Frederick County",213916
"3378","81504","Grand Junction","CO","Grand Junction","Mesa County",241241
"3379","55116","Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",358319
"3380","78705","Austin","TX","Austin-Round Rock","Travis County",337118
"3381","75234","Farmers Branch","TX","Dallas-Fort Worth-Arlington","Dallas County",247515
"3382","23513","Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",174219
"3383","14616","Town of Greece","NY","Rochester","Monroe County",118046
"3384","93422","Atascadero","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County",536740
"3385","77536","Deer Park","TX","Houston-The Woodlands-Sugar Land","Harris County",200107
"3386","19119","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",291919
"3387","80122","Centennial","CO","Denver-Aurora-Lakewood","Arapahoe County",479885
"3388","37659","Jonesborough","TN","Johnson City","Washington County",182293
"3389","81001","Pueblo","CO","Pueblo","Pueblo County",139385
"3390","46804","Fort Wayne","IN","Fort Wayne","Allen County",193145
"3391","62959","Marion","IL","Carbondale-Marion","Williamson County",122645
"3392","64151","Kansas City","MO","Kansas City","Jackson County",229778
"3393","91780","Temple City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",754057
"3394","21811","Berlin","MD","Salisbury","Worcester County",268335
"3395","37172","Springfield","TN","Nashville-Davidson--Murfreesboro--Franklin","Robertson County",193269
"3396","8648","Lawrence Township","NJ","Trenton","Mercer County",272670
"3397","19050","Lansdowne","PA","Philadelphia-Camden-Wilmington","Delaware County",147344
"3398","49506","Grand Rapids","MI","Grand Rapids-Wyoming","Kent County",265657
"3399","43209","Bexley","OH","Columbus","Franklin County",287100
"3400","35211","Birmingham","AL","Birmingham-Hoover","Jefferson County",33950
"3401","95682","Shingle Springs","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",504916
"3402","83616","Eagle","ID","Boise City","Ada County",521749
"3403","78212","San Antonio","TX","San Antonio-New Braunfels","Bexar County",243332
"3404","37931","Knoxville","TN","Knoxville","Knox County",249227
"3405","17046","Lebanon","PA","Lebanon","Lebanon County",142842
"3406","21225","Brooklyn Park","MD","Baltimore-Columbia-Towson","Anne Arundel County",142340
"3407","16509","Millcreek Township","PA","Erie","Erie County",158225
"3408","20745","Forest Heights","MD","Washington-Arlington-Alexandria","Prince Georges County",275744
"3409","54303","Green Bay","WI","Green Bay","Brown County",129953
"3410","93702","Fresno","CA","Fresno","Fresno County",158651
"3411","12303","Schenectady","NY","Albany-Schenectady-Troy","Schenectady County",190794
"3412","55443","Brooklyn Park","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",291521
"3413","89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",352187
"3414","7011","Clifton","NJ","New York-Newark-Jersey City","Passaic County",354353
"3415","44052","Lorain","OH","Cleveland-Elyria","Lorain County",70339
"3416","33073","Coconut Creek","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",350065
"3417","94602","Oakland","CA","San Francisco-Oakland-Hayward","Alameda County",971731
"3418","33409","West Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",191604
"3419","45662","Portsmouth","OH","Portsmouth","Scioto County",61757
"3420","92110","San Diego","CA","San Diego-Carlsbad","San Diego County",689175
"3421","20782","Chillum","MD","Washington-Arlington-Alexandria","Prince Georges County",349980
"3422","97471","Roseburg","OR","Roseburg","Douglas County",237351
"3423","45230","Cincinnati","OH","Cincinnati","Hamilton County",201834
"3424","67217","Wichita","KS","Wichita","Sedgwick County",101240
"3425","60714","Niles","IL","Chicago-Naperville-Elgin","Cook County",300483
"3426","2474","Arlington","MA","Boston-Cambridge-Newton","Middlesex County",778721
"3427","79904","El Paso","TX","El Paso","El Paso County",106862
"3428","38506","Cookeville","TN","Cookeville","Putnam County",186093
"3429","46268","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",163119
"3430","33907","Fort Myers","FL","Cape Coral-Fort Myers","Lee County",151140
"3431","33183","Kendale Lakes","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",257062
"3432","60189","Wheaton","IL","Chicago-Naperville-Elgin","DuPage County",360333
"3433","60142","Huntley","IL","Chicago-Naperville-Elgin","McHenry County",266227
"3434","95122","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",733404
"3435","7747","Matawan","NJ","New York-Newark-Jersey City","Monmouth County",385384
"3436","78552","Harlingen","TX","Brownsville-Harlingen","Cameron County",134462
"3437","43050","Mount Vernon","OH","Mount Vernon","Knox County",132547
"3438","78634","Hutto","TX","Austin-Round Rock","Williamson County",242235
"3439","60527","Burr Ridge","IL","Chicago-Naperville-Elgin","DuPage County",370352
"3440","70607","Lake Charles","LA","Lake Charles","Calcasieu Parish",165378
"3441","27545","Knightdale","NC","Raleigh","Wake County",224736
"3442","50501","Fort Dodge","IA","Fort Dodge","Webster County",88317
"3443","85331","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",512741
"3444","89134","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",342997
"3445","73162","Oklahoma City","OK","Oklahoma City","Oklahoma County",191912
"3446","48162","Maybee","MI","Monroe","Monroe County",153403
"3447","60631","Chicago","IL","Chicago-Naperville-Elgin","Cook County",334188
"3448","29440","Georgetown","SC","Georgetown","Georgetown County",158032
"3449","17202","Hamilton Township","PA","Chambersburg-Waynesboro","Franklin County",196976
"3450","32117","Holly Hill","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County",141674
"3451","33809","Lakeland","FL","Lakeland-Winter Haven","Polk County",200084
"3452","20164","Sterling","VA","Washington-Arlington-Alexandria","Loudoun County",421831
"3453","90604","Whittier","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",568058
"3454","20155","Gainesville","VA","Washington-Arlington-Alexandria","Prince William County",496946
"3455","58554","Mandan","ND","Bismarck","Morton County",240531
"3456","44125","Garfield Heights","OH","Cleveland-Elyria","Cuyahoga County",78749
"3457","92701","Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange County",496219
"3458","38117","Memphis","TN","Memphis","Shelby County",205735
"3459","45365","Sidney","OH","Sidney","Shelby County",129691
"3460","46516","Elkhart","IN","Elkhart-Goshen","Elkhart County",111983
"3461","11717","Town of Islip","NY","New York-Newark-Jersey City","Suffolk County",365124
"3462","83843","Moscow","ID","Moscow","Latah County",314366
"3463","89503","Reno","NV","Reno","Washoe County",326119
"3464","31601","Valdosta","GA","Valdosta","Lowndes County",54070
"3465","91739","Rancho Cucamonga","CA","Riverside-San Bernardino-Ontario","San Bernardino County",669084
"3466","53140","Kenosha","WI","Chicago-Naperville-Elgin","Kenosha County",153646
"3467","75604","Longview","TX","Longview","Gregg County",165500
"3468","2038","Franklin","MA","Boston-Cambridge-Newton","Norfolk County",456700
"3469","60656","Chicago","IL","Chicago-Naperville-Elgin","Cook County",296794
"3470","55904","Rochester","MN","Rochester","Olmsted County",201391
"3471","90002","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",408725
"3472","27889","Washington","NC","Washington","Beaufort County",138969
"3473","10704","Yonkers","NY","New York-Newark-Jersey City","Westchester County",485234
"3474","6033","Glastonbury","CT","Hartford-West Hartford-East Hartford","Hartford County",323726
"3475","11358","New York","NY","New York-Newark-Jersey City","Queens County",880222
"3476","12010","Town of Amsterdam","NY","Amsterdam","Montgomery County",146405
"3477","28715","Candler","NC","Asheville","Buncombe County",272357
"3478","33626","Westchase","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",365166
"3479","60624","Chicago","IL","Chicago-Naperville-Elgin","Cook County",145407
"3480","17022","Elizabethtown","PA","Lancaster","Lancaster County",225740
"3481","60515","Downers Grove","IL","Chicago-Naperville-Elgin","DuPage County",354408
"3482","77532","Crosby","TX","Houston-The Woodlands-Sugar Land","Harris County",196143
"3483","39157","Ridgeland","MS","Jackson","Madison County",198017
"3484","11787","Smithtown","NY","New York-Newark-Jersey City","Suffolk County",518968
"3485","31705","Albany","GA","Albany","Dougherty County",53591
"3486","43082","Westerville","OH","Columbus","Franklin County",363087
"3487","90039","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",973628
"3488","48317","Shelby","MI","Detroit-Warren-Dearborn","Macomb County",212195
"3489","84129","Taylorsville","UT","Salt Lake City","Salt Lake County",323077
"3490","48089","Warren","MI","Detroit-Warren-Dearborn","Macomb County",68380
"3491","55428","New Hope","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",243058
"3492","39208","Pearl","MS","Jackson","Rankin County",140065
"3493","7410","Fair Lawn","NJ","New York-Newark-Jersey City","Bergen County",434288
"3494","10030","New York","NY","New York-Newark-Jersey City","New York County",831960
"3495","84660","Spanish Fork","UT","Provo-Orem","Utah County",322932
"3496","95340","Merced","CA","Merced","Merced County",267054
"3497","46131","Franklin","IN","Indianapolis-Carmel-Anderson","Johnson County",164427
"3498","33173","Kendall","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",358212
"3499","1089","West Springfield","MA","Springfield","Hampden County",235664
"3500","83814","Coeur d'Alene","ID","Coeur d'Alene","Kootenai County",391377
"3501","37801","Maryville","TN","Knoxville","Blount County",204661
"3502","23227","Richmond","VA","Richmond","Richmond City",260720
"3503","95993","Yuba City","CA","Yuba City","Sutter County",351703
"3504","17268","Washington Township","PA","Chambersburg-Waynesboro","Franklin County",169107
"3505","28146","Salisbury","NC","Charlotte-Concord-Gastonia","Rowan County",175071
"3506","98512","Tumwater","WA","Olympia-Tumwater","Thurston County",369892
"3507","32905","Palm Bay","FL","Palm Bay-Melbourne-Titusville","Brevard County",158420
"3508","47421","Bedford","IN","Bedford","Lawrence County",114376
"3509","80033","Wheat Ridge","CO","Denver-Aurora-Lakewood","Jefferson County",456282
"3510","78728","Austin","TX","Austin-Round Rock","Travis County",313640
"3511","6051","New Britain","CT","Hartford-West Hartford-East Hartford","Hartford County",149822
"3512","8822","Raritan Township","NJ","New York-Newark-Jersey City","Hunterdon County",404607
"3513","1826","Dracut","MA","Boston-Cambridge-Newton","Middlesex County",362693
"3514","63139","Saint Louis","MO","St. Louis","Saint Louis City",158275
"3515","76087","Weatherford","TX","Dallas-Fort Worth-Arlington","Parker County",309566
"3516","27012","Clemmons","NC","Winston-Salem","Forsyth County",239291
"3517","67207","Wichita","KS","Wichita","Sedgwick County",162572
"3518","32408","Panama City Beach","FL","Panama City","Bay County",270548
"3519","45239","White Oak","OH","Cincinnati","Hamilton County",128179
"3520","77535","Dayton","TX","Houston-The Woodlands-Sugar Land","Liberty County",210977
"3521","27278","Hillsborough","NC","Durham-Chapel Hill","Orange County",278707
"3522","53204","Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",66890
"3523","81007","Pueblo","CO","Pueblo","Pueblo County",280887
"3524","11801","Hicksville","NY","New York-Newark-Jersey City","Nassau County",501006
"3525","57104","Sioux Falls","SD","Sioux Falls","Minnehaha County",145426
"3526","40504","Lexington","KY","Lexington-Fayette","Fayette County",164594
"3527","2176","Melrose","MA","Boston-Cambridge-Newton","Middlesex County",639801
"3528","46545","Mishawaka","IN","South Bend-Mishawaka","Saint Joseph County",128992
"3529","91776","San Gabriel","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",702984
"3530","55060","Owatonna","MN","Owatonna","Steele County",191163
"3531","65616","Branson","MO","Branson","Taney County",155646
"3532","40065","Shelbyville","KY","Louisville/Jefferson County","Shelby County",188405
"3533","33026","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",295596
"3534","75254","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",203745
"3535","32773","Sanford","FL","Orlando-Kissimmee-Sanford","Seminole County",199507
"3536","95070","Saratoga","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",2655271
"3537","93420","Arroyo Grande","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County",694138
"3538","54449","Marshfield","WI","Wisconsin Rapids-Marshfield","Wood County",163205
"3539","48867","Owosso","MI","Owosso","Shiawassee County",109774
"3540","54481","Stevens Point","WI","Stevens Point","Portage County",156617
"3541","55024","Farmington","MN","Minneapolis-St. Paul-Bloomington","Dakota County",303027
"3542","55426","Saint Louis Park","MN","Minneapolis-St. Paul-Bloomington","Hennepin County",305670
"3543","32817","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",258268
"3544","98466","University Place","WA","Seattle-Tacoma-Bellevue","Pierce County",428874
"3545","30306","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",711644
"3546","72205","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",161506
"3547","80302","Boulder","CO","Boulder","Boulder County",921950
"3548","46526","Goshen","IN","Elkhart-Goshen","Elkhart County",166473
"3549","98335","Gig Harbor","WA","Seattle-Tacoma-Bellevue","Pierce County",575008
"3550","33870","Sebring","FL","Sebring","Highlands County",118364
"3551","77630","Orange","TX","Beaumont-Port Arthur","Orange County",102688
"3552","80301","Boulder","CO","Boulder","Boulder County",606624
"3553","37205","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",629082
"3554","36542","Gulf Shores","AL","Daphne-Fairhope-Foley","Baldwin County",237903
"3555","34472","Ocala","FL","Ocala","Marion County",142973
"3556","22207","Arlington","VA","Washington-Arlington-Alexandria","Arlington County",1130232
"3557","37323","Cleveland","TN","Cleveland","Bradley County",159786
"3558","78040","Laredo","TX","Laredo","Webb County",88380
"3559","48045","Harrison","MI","Detroit-Warren-Dearborn","Macomb County",208658
"3560","31324","Richmond Hill","GA","Savannah","Bryan County",288167
"3561","32757","Mount Dora","FL","Orlando-Kissimmee-Sanford","Lake County",245406
"3562","76040","Euless","TX","Dallas-Fort Worth-Arlington","Tarrant County",244009
"3563","60035","Highland Park","IL","Chicago-Naperville-Elgin","Lake County",468993
"3564","91325","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",719938
"3565","72113","Maumelle","AR","Little Rock-North Little Rock-Conway","Pulaski County",214480
"3566","78589","San Juan","TX","McAllen-Edinburg-Mission","Hidalgo County",111000
"3567","55128","Oakdale","MN","Minneapolis-St. Paul-Bloomington","Washington County",265058
"3568","48101","Allen Park","MI","Detroit-Warren-Dearborn","Wayne County",140950
"3569","60438","Lansing","IL","Chicago-Naperville-Elgin","Cook County",123733
"3570","18015","Bethlehem","PA","Allentown-Bethlehem-Easton","Northampton County",160469
"3571","27870","Roanoke Rapids","NC","Roanoke Rapids","Halifax County",80951
"3572","29154","Sumter","SC","Sumter","Sumter County",148743
"3573","16335","Meadville","PA","Meadville","Crawford County",114481
"3574","45236","Deer Park","OH","Cincinnati","Hamilton County",175683
"3575","35803","Huntsville","AL","Huntsville","Madison County",194139
"3576","92802","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",614205
"3577","20165","Sterling","VA","Washington-Arlington-Alexandria","Loudoun County",531773
"3578","53220","Greenfield","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",174335
"3579","97070","Wilsonville","OR","Portland-Vancouver-Hillsboro","Clackamas County",472021
"3580","19038","Abington Township","PA","Philadelphia-Camden-Wilmington","Montgomery County",312842
"3581","36561","Orange Beach","AL","Daphne-Fairhope-Foley","Baldwin County",273167
"3582","75189","Royse City","TX","Dallas-Fort Worth-Arlington","Rockwall County",244137
"3583","66801","Emporia","KS","Emporia","Lyon County",108258
"3584","43219","Columbus","OH","Columbus","Franklin County",96207
"3585","70364","Houma","LA","Houma-Thibodaux","Terrebonne Parish",175901
"3586","46176","Shelbyville","IN","Indianapolis-Carmel-Anderson","Shelby County",130994
"3587","46241","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",84244
"3588","19601","Reading","PA","Reading","Berks County",71994
"3589","49686","Traverse City","MI","Traverse City","Grand Traverse County",250552
"3590","37921","Knoxville","TN","Knoxville","Knox County",154013
"3591","23860","Hopewell","VA","Richmond","Hopewell City",130287
