"","zip","city","state","metro","county_name","x2020_01"
"1","10025","New York","NY","New York-Newark-Jersey City","New York County",1199640
"2","60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",476589
"3","10023","New York","NY","New York-Newark-Jersey City","New York County",1168729
"4","77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",334918
"5","60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",623088
"6","77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",187963
"7","10002","New York","NY","New York-Newark-Jersey City","New York County",1096220
"8","77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",184907
"9","79936","El Paso","TX","El Paso","El Paso County",134103
"10","60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",298428
"11","11226","New York","NY","New York-Newark-Jersey City","Kings County",649354
"12","10467","New York","NY","New York-Newark-Jersey City","Bronx County",199739
"13","78660","Pflugerville","TX","Austin-Round Rock","Travis County",270712
"14","94109","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",1205039
"15","926","Zwolle","LA","","Sabine Parish",104607
"16","10016","New York","NY","New York-Newark-Jersey City","New York County",771856
"17","37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",239971
"18","32162","The Villages","FL","The Villages","Sumter County",285470
"19","60647","Chicago","IL","Chicago-Naperville-Elgin","Cook County",424888
"20","11201","New York","NY","New York-Newark-Jersey City","Kings County",1023160
"21","11235","New York","NY","New York-Newark-Jersey City","Kings County",393999
"22","11375","New York","NY","New York-Newark-Jersey City","Queens County",399398
"23","90250","Hawthorne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",672690
"24","78130","New Braunfels","TX","San Antonio-New Braunfels","Comal County",241948
"25","37211","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",269070
"26","10009","New York","NY","New York-Newark-Jersey City","New York County",910880
"27","77573","League City","TX","Houston-The Woodlands-Sugar Land","Galveston County",280363
"28","60618","Chicago","IL","Chicago-Naperville-Elgin","Cook County",429352
"29","77584","Pearland","TX","Houston-The Woodlands-Sugar Land","Brazoria County",273226
"30","10011","New York","NY","New York-Newark-Jersey City","New York County",998882
"31","20002","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",692341
"32","10128","New York","NY","New York-Newark-Jersey City","New York County",1040777
"33","28269","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",229962
"34","78613","Cedar Park","TX","Austin-Round Rock","Williamson County",331285
"35","77433","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",283300
"36","78572","Mission","TX","McAllen-Edinburg-Mission","Hidalgo County",120289
"37","30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",157559
"38","79912","El Paso","TX","El Paso","El Paso County",193530
"39","75052","Grand Prairie","TX","Dallas-Fort Worth-Arlington","Dallas County",230103
"40","94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",579734
"41","37042","Clarksville","TN","Clarksville","Montgomery County",150116
"42","11206","New York","NY","New York-Newark-Jersey City","Kings County",559380
"43","73099","Yukon","OK","Oklahoma City","Canadian County",175562
"44","90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1351117
"45","20009","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",624164
"46","77429","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",258714
"47","78245","San Antonio","TX","San Antonio-New Braunfels","Bexar County",187020
"48","77479","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",375293
"49","10462","New York","NY","New York-Newark-Jersey City","Bronx County",183964
"50","10456","New York","NY","New York-Newark-Jersey City","Bronx County",310871
"51","60613","Chicago","IL","Chicago-Naperville-Elgin","Cook County",336955
"52","30044","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",218420
"53","10019","New York","NY","New York-Newark-Jersey City","New York County",1038762
"54","63376","Saint Peters","MO","St. Louis","Saint Charles County",215668
"55","10003","New York","NY","New York-Newark-Jersey City","New York County",1089714
"56","28277","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",372037
"57","60625","Chicago","IL","Chicago-Naperville-Elgin","Cook County",360149
"58","30043","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",251746
"59","11230","New York","NY","New York-Newark-Jersey City","Kings County",501474
"60","11212","New York","NY","New York-Newark-Jersey City","Kings County",467369
"61","77036","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",139937
"62","10463","New York","NY","New York-Newark-Jersey City","New York County",337676
"63","60629","Chicago","IL","Chicago-Naperville-Elgin","Cook County",181771
"64","11209","New York","NY","New York-Newark-Jersey City","Kings County",464687
"65","30096","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",251652
"66","11221","New York","NY","New York-Newark-Jersey City","Kings County",1056710
"67","7030","Hoboken","NJ","New York-Newark-Jersey City","Hudson County",722425
"68","98052","Redmond","WA","Seattle-Tacoma-Bellevue","King County",857202
"69","30024","Suwanee","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",370470
"70","60610","Chicago","IL","Chicago-Naperville-Elgin","Cook County",421195
"71","78704","Austin","TX","Austin-Round Rock","Travis County",620572
"72","77077","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",303816
"73","85032","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",284914
"74","77379","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",258733
"75","75287","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",331182
"76","10024","New York","NY","New York-Newark-Jersey City","New York County",1317930
"77","78666","San Marcos","TX","Austin-Round Rock","Hays County",232396
"78","21234","Parkville","MD","Baltimore-Columbia-Towson","Baltimore County",211247
"79","33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",344680
"80","23464","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",268043
"81","34787","Winter Garden","FL","Orlando-Kissimmee-Sanford","Orange County",349205
"82","78521","Brownsville","TX","Brownsville-Harlingen","Cameron County",81934
"83","8701","Lakewood Township","NJ","New York-Newark-Jersey City","Ocean County",329446
"84","75243","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",203858
"85","11214","New York","NY","New York-Newark-Jersey City","Kings County",486943
"86","28027","Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",256360
"87","11207","New York","NY","New York-Newark-Jersey City","Kings County",467168
"88","94501","Alameda","CA","San Francisco-Oakland-Hayward","Alameda County",1029822
"89","2169","Quincy","MA","Boston-Cambridge-Newton","Norfolk County",469536
"90","33411","Royal Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",307808
"91","11229","New York","NY","New York-Newark-Jersey City","Kings County",572402
"92","60619","Chicago","IL","Chicago-Naperville-Elgin","Cook County",130008
"93","78745","Austin","TX","Austin-Round Rock","Travis County",345982
"94","94110","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",1497658
"95","23462","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",214049
"96","33025","Miramar","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",260174
"97","10458","New York","NY","New York-Newark-Jersey City","Bronx County",186840
"98","75067","Lewisville","TX","Dallas-Fort Worth-Arlington","Denton County",257424
"99","90034","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1307772
"100","80134","Parker","CO","Denver-Aurora-Lakewood","Douglas County",504726
"101","33139","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",367426
"102","60611","Chicago","IL","Chicago-Naperville-Elgin","Cook County",449774
"103","95630","Folsom","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",575305
"104","48197","Ypsilanti","MI","Ann Arbor","Washtenaw County",235532
"105","44107","Lakewood","OH","Cleveland-Elyria","Cuyahoga County",201034
"106","66062","Olathe","KS","Kansas City","Johnson County",277451
"107","11211","New York","NY","New York-Newark-Jersey City","Kings County",970258
"108","44035","Elyria","OH","Cleveland-Elyria","Lorain County",113930
"109","85281","Tempe","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",281705
"110","11377","New York","NY","New York-Newark-Jersey City","Queens County",424845
"111","10453","New York","NY","New York-Newark-Jersey City","Bronx County",400249
"112","90805","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",487813
"113","7302","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",777649
"114","90650","Norwalk","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",501438
"115","90044","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",471888
"116","85710","Tucson","AZ","Tucson","Pima County",196804
"117","92683","Westminster","CA","Los Angeles-Long Beach-Anaheim","Orange County",709282
"118","85225","Chandler","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",284248
"119","11234","New York","NY","New York-Newark-Jersey City","Kings County",613894
"120","30281","Stockbridge","GA","Atlanta-Sandy Springs-Roswell","Henry County",181654
"121","37075","Hendersonville","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County",305937
"122","11355","New York","NY","New York-Newark-Jersey City","Queens County",487081
"123","11238","New York","NY","New York-Newark-Jersey City","Kings County",803671
"124","78641","Leander","TX","Austin-Round Rock","Williamson County",302054
"125","10314","New York","NY","New York-Newark-Jersey City","Richmond County",537394
"126","19143","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",130125
"127","79938","El Paso","TX","El Paso","El Paso County",158396
"128","91709","Chino Hills","CA","Riverside-San Bernardino-Ontario","San Bernardino County",693982
"129","11215","New York","NY","New York-Newark-Jersey City","Kings County",1007208
"130","60617","Chicago","IL","Chicago-Naperville-Elgin","Cook County",116612
"131","87114","Albuquerque","NM","Albuquerque","Bernalillo County",232849
"132","32210","Jacksonville","FL","Jacksonville","Duval County",152003
"133","43081","Westerville","OH","Columbus","Franklin County",248409
"134","94558","Napa","CA","Napa","Napa County",693761
"135","90026","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",924574
"136","76063","Mansfield","TX","Dallas-Fort Worth-Arlington","Tarrant County",292638
"137","77459","Missouri City","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",281167
"138","91910","Chula Vista","CA","San Diego-Carlsbad","San Diego County",549987
"139","27587","Wake Forest","NC","Raleigh","Wake County",329498
"140","30040","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",330790
"141","93722","Fresno","CA","Fresno","Fresno County",263183
"142","97229","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",587998
"143","6010","Bristol","CT","Hartford-West Hartford-East Hartford","Hartford County",185267
"144","17603","Lancaster Township","PA","Lancaster","Lancaster County",185833
"145","76028","Burleson","TX","Dallas-Fort Worth-Arlington","Johnson County",238289
"146","33908","Fort Myers","FL","Cape Coral-Fort Myers","Lee County",256198
"147","43123","Grove City","OH","Columbus","Franklin County",209522
"148","75056","The Colony","TX","Dallas-Fort Worth-Arlington","Denton County",319797
"149","89108","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",237643
"150","85308","Glendale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",307880
"151","78577","Pharr","TX","McAllen-Edinburg-Mission","Hidalgo County",104368
"152","78240","San Antonio","TX","San Antonio-New Braunfels","Bexar County",198542
"153","94533","Fairfield","CA","Vallejo-Fairfield","Solano County",402836
"154","87111","Albuquerque","NM","Albuquerque","Bernalillo County",284913
"155","14850","Town Of Ithaca","NY","Ithaca","Tompkins County",257864
"156","33024","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",294705
"157","98012","Bothell","WA","Seattle-Tacoma-Bellevue","Snohomish County",615535
"158","48180","Taylor","MI","Detroit-Warren-Dearborn","Wayne County",116208
"159","77845","College Station","TX","College Station-Bryan","Brazos County",261712
"160","30318","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",251281
"161","44060","Mentor","OH","Cleveland-Elyria","Lake County",189405
"162","85364","Yuma","AZ","Yuma","Yuma County",153365
"163","95608","Carmichael","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",426111
"164","43055","Newark","OH","Columbus","Licking County",144864
"165","11385","New York","NY","New York-Newark-Jersey City","Queens County",689780
"166","33647","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",302046
"167","92677","Laguna Niguel","CA","Los Angeles-Long Beach-Anaheim","Orange County",848842
"168","44256","Medina","OH","Cleveland-Elyria","Medina County",249166
"169","2148","Malden","MA","Boston-Cambridge-Newton","Middlesex County",485767
"170","15601","Greensburg","PA","Pittsburgh","Westmoreland County",194203
"171","80013","Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",366011
"172","90066","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1389377
"173","20906","Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",352670
"174","47906","West Lafayette","IN","Lafayette-West Lafayette","Tippecanoe County",232217
"175","65807","Springfield","MO","Springfield","Greene County",142441
"176","6902","Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",391045
"177","45011","Hamilton","OH","Cincinnati","Butler County",220884
"178","30188","Woodstock","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",276971
"179","92336","Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",471539
"180","99301","Pasco","WA","Kennewick-Richland","Franklin County",273236
"181","10468","New York","NY","New York-Newark-Jersey City","Bronx County",195600
"182","11373","New York","NY","New York-Newark-Jersey City","Queens County",400421
"183","65203","Columbia","MO","Columbia","Boone County",233703
"184","28078","Huntersville","NC","Charlotte-Concord-Gastonia","Mecklenburg County",322571
"185","60620","Chicago","IL","Chicago-Naperville-Elgin","Cook County",130542
"186","46307","Crown Point","IN","Chicago-Naperville-Elgin","Lake County",243922
"187","95823","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",299267
"188","92345","Hesperia","CA","Riverside-San Bernardino-Ontario","San Bernardino County",267688
"189","27610","Raleigh","NC","Raleigh","Wake County",197816
"190","34135","Bonita Springs","FL","Cape Coral-Fort Myers","Lee County",293156
"191","87120","Albuquerque","NM","Albuquerque","Bernalillo County",214370
"192","27410","Greensboro","NC","Greensboro-High Point","Guilford County",237967
"193","75035","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",391520
"194","98103","Seattle","WA","Seattle-Tacoma-Bellevue","King County",819347
"195","77450","Cinco Ranch","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",261942
"196","95747","Roseville","CA","Sacramento--Roseville--Arden-Arcade","Placer County",511108
"197","89121","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",238009
"198","27406","Greensboro","NC","Greensboro-High Point","Guilford County",135032
"199","92804","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",608162
"200","8753","Toms River","NJ","New York-Newark-Jersey City","Ocean County",278325
"201","75228","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",204058
"202","92126","San Diego","CA","San Diego-Carlsbad","San Diego County",635543
"203","10028","New York","NY","New York-Newark-Jersey City","New York County",950245
"204","60634","Chicago","IL","Chicago-Naperville-Elgin","Cook County",270864
"205","20011","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",691206
"206","43130","Lancaster","OH","Columbus","Fairfield County",156963
"207","76244","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",271816
"208","92503","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",412248
"209","91911","Chula Vista","CA","San Diego-Carlsbad","San Diego County",505992
"210","29732","Rock Hill","SC","Charlotte-Concord-Gastonia","York County",202308
"211","32218","Jacksonville","FL","Jacksonville","Duval County",194432
"212","22191","Woodbridge","VA","Washington-Arlington-Alexandria","Prince William County",336962
"213","28314","Fayetteville","NC","Fayetteville","Cumberland County",123209
"214","32256","Jacksonville","FL","Jacksonville","Duval County",212671
"215","11233","New York","NY","New York-Newark-Jersey City","Kings County",858977
"216","23320","Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",258461
"217","40475","Richmond","KY","Richmond-Berea","Madison County",185268
"218","21740","Hagerstown","MD","Hagerstown-Martinsburg","Washington County",177098
"219","92101","San Diego","CA","San Diego-Carlsbad","San Diego County",587989
"220","90019","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1092878
"221","34711","Clermont","FL","Orlando-Kissimmee-Sanford","Lake County",279566
"222","30052","Loganville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",234942
"223","38401","Columbia","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County",211478
"224","77095","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",227724
"225","7002","Bayonne","NJ","New York-Newark-Jersey City","Hudson County",394893
"226","30041","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",377002
"227","60016","Des Plaines","IL","Chicago-Naperville-Elgin","Cook County",261541
"228","33009","Hallandale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",214138
"229","94536","Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",1017474
"230","89052","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",421967
"231","74012","Broken Arrow","OK","Tulsa","Tulsa County",167845
"232","10457","New York","NY","New York-Newark-Jersey City","Bronx County",234677
"233","80634","Greeley","CO","Greeley","Weld County",333652
"234","43026","Hilliard","OH","Columbus","Franklin County",250574
"235","92592","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",490701
"236","43230","Gahanna","OH","Columbus","Franklin County",232763
"237","89117","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",332930
"238","30080","Smyrna","GA","Atlanta-Sandy Springs-Roswell","Cobb County",304221
"239","20001","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",709018
"240","27834","Greenville","NC","Greenville","Pitt County",111008
"241","90280","South Gate","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",471199
"242","29072","Lexington","SC","Columbia","Lexington County",238446
"243","46227","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",156933
"244","32244","Jacksonville","FL","Jacksonville","Duval County",172324
"245","21117","Owings Mills","MD","Baltimore-Columbia-Towson","Baltimore County",272658
"246","10027","New York","NY","New York-Newark-Jersey City","New York County",596167
"247","19111","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",205537
"248","90201","Bell","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",469585
"249","91730","Rancho Cucamonga","CA","Riverside-San Bernardino-Ontario","San Bernardino County",466510
"250","48103","Ann Arbor","MI","Ann Arbor","Washtenaw County",400328
"251","11236","New York","NY","New York-Newark-Jersey City","Kings County",543845
"252","75206","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",428177
"253","90004","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1298176
"254","37128","Murfreesboro","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",287341
"255","92109","San Diego","CA","San Diego-Carlsbad","San Diego County",951468
"256","30062","Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",354485
"257","60628","Chicago","IL","Chicago-Naperville-Elgin","Cook County",103642
"258","7093","West New York","NJ","New York-Newark-Jersey City","Hudson County",420493
"259","32822","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",201002
"260","30331","Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",179295
"261","75217","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",140967
"262","2360","Plymouth","MA","Boston-Cambridge-Newton","Plymouth County",384811
"263","34953","Port Saint Lucie","FL","Port St. Lucie","Saint Lucie County",243208
"264","37130","Murfreesboro","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",237742
"265","33186","The Crossings","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",319860
"266","2155","Medford","MA","Boston-Cambridge-Newton","Middlesex County",620501
"267","10701","Yonkers","NY","New York-Newark-Jersey City","Westchester County",490646
"268","33012","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",251000
"269","91342","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",546690
"270","90706","Bellflower","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",536382
"271","92335","Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",367521
"272","95123","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",935393
"273","92021","El Cajon","CA","San Diego-Carlsbad","San Diego County",503261
"274","32174","Ormond Beach","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County",259458
"275","22304","Alexandria","VA","Washington-Arlington-Alexandria","Alexandria City",373285
"276","87121","Albuquerque","NM","Albuquerque","Bernalillo County",159658
"277","11372","New York","NY","New York-Newark-Jersey City","Queens County",424773
"278","93065","Simi Valley","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",602718
"279","22193","Woodbridge","VA","Washington-Arlington-Alexandria","Prince William County",343401
"280","27858","Greenville","NC","Greenville","Pitt County",163021
"281","45840","Findlay","OH","Findlay","Hancock County",162657
"282","60649","Chicago","IL","Chicago-Naperville-Elgin","Cook County",118688
"283","33063","Margate","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",202837
"284","27703","Durham","NC","Durham-Chapel Hill","Durham County",232834
"285","23454","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",302369
"286","60626","Chicago","IL","Chicago-Naperville-Elgin","Cook County",220335
"287","33064","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",231796
"288","48185","Westland","MI","Detroit-Warren-Dearborn","Wayne County",157323
"289","92627","Costa Mesa","CA","Los Angeles-Long Beach-Anaheim","Orange County",848863
"290","33027","Miramar","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",316915
"291","85705","Tucson","AZ","Tucson","Pima County",165071
"292","33311","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",221561
"293","8831","Monroe Township","NJ","New York-Newark-Jersey City","Middlesex County",379703
"294","20147","Ashburn","VA","Washington-Arlington-Alexandria","Loudoun County",538701
"295","44130","Parma Heights","OH","Cleveland-Elyria","Cuyahoga County",148567
"296","90025","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1013475
"297","20878","Gaithersburg","MD","Washington-Arlington-Alexandria","Montgomery County",548088
"298","43228","Columbus","OH","Columbus","Franklin County",145620
"299","30022","Johns Creek","GA","Atlanta-Sandy Springs-Roswell","Fulton County",423538
"300","30004","Milton","GA","Atlanta-Sandy Springs-Roswell","Fulton County",446004
"301","23666","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",187071
"302","85142","Queen Creek","AZ","Phoenix-Mesa-Scottsdale","Pinal County",350265
"303","98682","Vancouver","WA","Portland-Vancouver-Hillsboro","Clark County",349336
"304","95035","Milpitas","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1061946
"305","91710","Chino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",509081
"306","90011","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",444857
"307","23223","Richmond","VA","Richmond","Richmond City",179748
"308","11218","New York","NY","New York-Newark-Jersey City","Kings County",661905
"309","27713","Durham","NC","Durham-Chapel Hill","Durham County",275930
"310","77082","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",185199
"311","44077","Painesville","OH","Cleveland-Elyria","Lake County",165047
"312","94544","Hayward","CA","San Francisco-Oakland-Hayward","Alameda County",657130
"313","43701","Zanesville","OH","Zanesville","Muskingum County",116961
"314","29730","Rock Hill","SC","Charlotte-Concord-Gastonia","York County",168607
"315","11223","New York","NY","New York-Newark-Jersey City","Kings County",794764
"316","60622","Chicago","IL","Chicago-Naperville-Elgin","Cook County",494160
"317","29464","Mount Pleasant","SC","Charleston-North Charleston","Charleston County",482453
"318","60616","Chicago","IL","Chicago-Naperville-Elgin","Cook County",359126
"319","27284","Kernersville","NC","Winston-Salem","Forsyth County",192105
"320","35242","Hoover","AL","Birmingham-Hoover","Jefferson County",353017
"321","58103","Fargo","ND","Fargo","Cass County",197703
"322","80015","Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",418578
"323","20019","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",380514
"324","55901","Rochester","MN","Rochester","Olmsted County",235425
"325","10021","New York","NY","New York-Newark-Jersey City","New York County",1009886
"326","80525","Fort Collins","CO","Fort Collins","Larimer County",425815
"327","30127","Powder Springs","GA","Atlanta-Sandy Springs-Roswell","Cobb County",224300
"328","97402","Eugene","OR","Eugene","Lane County",281129
"329","33313","Lauderhill","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",101942
"330","71913","Hot Springs","AR","Hot Springs","Garland County",164463
"331","90027","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1376312
"332","37064","Franklin","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",484074
"333","37066","Gallatin","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County",272151
"334","98115","Seattle","WA","Seattle-Tacoma-Bellevue","King County",838998
"335","42101","Bowling Green","KY","Bowling Green","Warren County",148750
"336","93727","Fresno","CA","Fresno","Fresno County",270369
"337","94568","Dublin","CA","San Francisco-Oakland-Hayward","Alameda County",924705
"338","19124","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",121402
"339","95051","Santa Clara","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1362037
"340","91335","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",576330
"341","95687","Vacaville","CA","Vallejo-Fairfield","Solano County",438868
"342","32828","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",308050
"343","32225","Jacksonville","FL","Jacksonville","Duval County",249444
"344","76116","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",210559
"345","90731","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",619772
"346","77840","College Station","TX","College Station-Bryan","Brazos County",196417
"347","77007","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",411058
"348","85251","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",366245
"349","23452","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",250571
"350","75150","Mesquite","TX","Dallas-Fort Worth-Arlington","Dallas County",187335
"351","30253","McDonough","GA","Atlanta-Sandy Springs-Roswell","Henry County",200823
"352","37122","Mount Juliet","TN","Nashville-Davidson--Murfreesboro--Franklin","Wilson County",330502
"353","30135","Douglasville","GA","Atlanta-Sandy Springs-Roswell","Douglas County",198044
"354","73160","Moore","OK","Oklahoma City","Cleveland County",151128
"355","89031","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",272588
"356","93550","Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",290493
"357","43068","Reynoldsburg","OH","Columbus","Franklin County",188655
"358","93536","Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",368641
"359","29681","Simpsonville","SC","Greenville-Anderson-Mauldin","Greenville County",259733
"360","60615","Chicago","IL","Chicago-Naperville-Elgin","Cook County",267103
"361","7087","Union City","NJ","New York-Newark-Jersey City","Hudson County",426182
"362","40601","Frankfort","KY","Frankfort","Franklin County",152694
"363","33319","Lauderhill","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",136574
"364","78501","McAllen","TX","McAllen-Edinburg-Mission","Hidalgo County",123714
"365","98122","Seattle","WA","Seattle-Tacoma-Bellevue","King County",802821
"366","21215","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",139286
