"","X","lon","lat","X.1","zip","city","state","metro","county_name","x2020_01","quartile","rating","address","region"
"142",142,-76.7351852,38.9415552,NA,"94306","Palo Alto","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",2716541,"q4",3,"4085 el camino way, palo alto, ca 94306, usa","West"
"143",143,-98.4238198,34.6153573,NA,"30253","McDonough","GA","Atlanta-Sandy Springs-Roswell","Henry County",200823,"q3",3,"250 jonesboro rd, mcdonough, ga 30253, usa","South"
"144",144,-79.7807694,36.1017266,NA,"95618","Davis","CA","Sacramento--Roseville--Arden-Arcade","Yolo County",675271,"q4",3,"2939 spafford st, davis, ca 95618, usa","West"
"145",145,-81.5196813,30.6181957,NA,"23834","Colonial Heights","VA","Richmond","Colonial Heights City",177730,"q3",2.5,"1500 boulevard, colonial heights, va 23834, usa","South"
"146",146,-77.6029726,42.9494066,NA,"94952","Petaluma","CA","Santa Rosa","Sonoma County",805955,"q4",2.5,"175 fairgrounds dr, petaluma, ca 94952, usa","West"
"147",147,-111.9770705,33.3792137,NA,"96814","Honolulu","HI","Urban Honolulu","Honolulu County",551875,"q4",2.5,"1069 s beretania st, honolulu, hi 96814, usa","West"
"148",148,-118.353089,33.912318,NA,"77802","Bryan","TX","College Station-Bryan","Brazos County",198227,"q3",2.5,"2600 texas ave, bryan, tx 77802, usa","South"
"149",149,-91.035,41.4473687,NA,"39564","Ocean Springs","MS","Gulfport-Biloxi-Pascagoula","Jackson County",161422,"q2",2.5,"2200 bienville blvd, ocean springs, ms 39564, usa","South"
"150",150,-95.9236854,36.0473234,NA,"32127","Port Orange","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County",253130,"q3",2.5,"1752 dunlawton ave, port orange, fl 32127, usa","South"
"151",151,-97.6026539,30.453709,NA,"95662","Orangevale","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",413084,"q4",2.5,"8880 greenback ln, orangevale, ca 95662, usa","West"
"152",152,-97.3549897,35.450203,NA,"32571","Pace","FL","Pensacola-Ferry Pass-Brent","Santa Rosa County",209657,"q3",2.5,"4325 woodbine rd, pace, fl 32571, usa","South"
"153",153,-122.2539563,38.1661997,NA,"61761","Normal","IL","Bloomington","McLean County",160196,"q2",2.5,"302 landmark dr, normal, il 61761, usa","Midwest"
"154",154,-84.3656465,33.815029,NA,"97266","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",323942,"q4",2.5,"9015 se powell blvd, portland, or 97266, usa","West"
"155",155,-76.3401623,36.8349808,NA,"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",579734,"q4",2.5,"396 atlantic avenue atlantic plaza shopping center, pittsburg, ca 94565, usa","West"
"156",156,-95.2722522,29.5606456,NA,"19605","Muhlenberg Township","PA","Reading","Berks County",175763,"q3",2.5,"3413 n 5th street hwy, reading, pa 19605, usa","Northeast"
"157",157,-93.946004,44.1730467,NA,"21234","Parkville","MD","Baltimore-Columbia-Towson","Baltimore County",211247,"q3",2.5,"1753 e joppa rd, parkville, md 21234, usa","South"
"158",158,-80.4666606,37.7680539,NA,"12553","Town of New Windsor","NY","New York-Newark-Jersey City","Orange County",262769,"q3",2.5,"374 windsor hwy, new windsor, ny 12553, usa","Northeast"
"159",159,-81.397836,28.4563842,NA,"89436","Sparks","NV","Reno","Washoe County",394507,"q4",2.5,"5342 sparks blvd, sparks, nv 89436, usa","West"
"160",160,-106.7728642,32.2979661,NA,"85234","Gilbert","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",347966,"q4",2.5,"868 n gilbert rd, gilbert, az 85234, usa","West"
"161",161,-122.838056,45.1428402,NA,"70006","Metairie","LA","New Orleans-Metairie","Jefferson Parish",271859,"q4",2.5,"4329 veterans memorial blvd, metairie, la 70006, usa","South"
"162",162,-97.9315742,30.302852,NA,"46350","La Porte","IN","Michigan City-La Porte","La Porte County",165253,"q3",2.5,"1509 e lincolnway, la porte, in 46350, usa","Midwest"
"163",163,-91.2209947,43.7740302,NA,"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",187963,"q3",2.5,"2401 n fry rd, katy, tx 77449, usa","South"
"164",164,-81.2262883,42.9409169,NA,"86001","Flagstaff","AZ","Flagstaff","Coconino County",391412,"q4",2.5,"963 w rte 66 #100, flagstaff, az 86001, usa","West"
"165",165,-121.9772931,37.38934,NA,"94706","Albany","CA","San Francisco-Oakland-Hayward","Alameda County",1051422,"q4",2.5,"505 san pablo ave, albany, ca 94706, usa","West"
"166",166,-87.179874,30.5951795,NA,"32222","Jacksonville","FL","Jacksonville","Duval County",214366,"q3",2.5,"9680 argyle forest blvd, jacksonville, fl 32222, usa","South"
"167",167,-80.3510159,25.732377,NA,"97402","Eugene","OR","Eugene","Lane County",281129,"q4",2.5,"855 seneca rd, eugene, or 97402, usa","West"
"168",168,-114.3329925,34.4760323,NA,"85260","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",468752,"q4",2,"8053 e raintree dr, scottsdale, az 85260, usa","West"
"169",169,-74.9760828,39.9407137,NA,"28806","Asheville","NC","Asheville","Buncombe County",272335,"q4",2,"1616 patton ave, asheville, nc 28806, usa","South"
"170",170,-75.1937494,39.9628848,NA,"85205","Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",259638,"q3",2,"6030 e main st suite 6120, mesa, az 85205, usa","West"
"171",171,-83.1228873,40.6000912,NA,"94503","American Canyon","CA","Napa","Napa County",580090,"q4",2,"100 w american canyon rd, american canyon, ca 94503, usa","West"
"172",172,-85.8538217,31.2959631,NA,"94928","Rohnert Park","CA","Santa Rosa","Sonoma County",560766,"q4",2,"100 raley's town center, rohnert park, ca 94928, usa","West"
"173",173,-82.606427,35.522315,NA,"33612","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",167657,"q3",2,"tampa, fl 33612, usa","South"
"174",174,-82.600578,36.9665566,NA,"34475","Ocala","FL","Ocala","Marion County",107580,"q2",2,"2920 w silver springs blvd, ocala, fl 34475, usa","South"
"175",175,-79.938726,36.748937,NA,"94509","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",282916,"q4",2,"2701 w 10th st, antioch, ca 94509, usa","West"
"176",176,-80.2575023,36.1249889,NA,"33138","Miami","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",477486,"q4",2,"441 ne 81st st, miami, fl 33138, usa","South"
"177",177,-104.8649814,39.7392271,NA,"28314","Fayetteville","NC","Fayetteville","Cumberland County",123209,"q2",2,"9550 cliffdale rd, fayetteville, nc 28314, usa","South"
"178",178,-88.9539648,40.5159722,NA,"19606","Exeter Township","PA","Reading","Berks County",183839,"q3",2,"3001 st lawrence ave, reading, pa 19606, usa","Northeast"
"179",179,-97.898901,38.07339,NA,"15522","Bedford Township","PA","","Bedford County",164795,"q3",2,"9481 lincoln hwy, bedford, pa 15522, usa","Northeast"
"180",180,-83.2284332,42.1423332,NA,"37412","East Ridge","TN","Chattanooga","Hamilton County",137214,"q2",2,"5740 ringgold rd, east ridge, tn 37412, usa","South"
"181",181,-84.7686831,34.778308,NA,"46373","Saint John","IN","Chicago-Naperville-Elgin","Lake County",321420,"q4",2,"10021 earl dr, st john, in 46373, usa","Midwest"
"182",182,-80.4192312,37.1648604,NA,"37725","Dandridge","TN","Morristown","Jefferson County",187790,"q3",2,"1040 tn-92, dandridge, tn 37725, usa","South"
"183",183,-84.5361373,33.3427629,NA,"80015","Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",418578,"q4",2,"14400 e belleview ave, aurora, co 80015, usa","West"
"184",185,-121.8873859,38.0075172,NA,"95404","Santa Rosa","CA","Santa Rosa","Sonoma County",647775,"q4",1.5,"1720 4th st, santa rosa, ca 95404, usa","West"
"185",186,-80.6777288,28.2265894,NA,"97071","Woodburn","OR","Salem","Marion County",290223,"q4",1.5,"948 n pacific hwy, woodburn, or 97071, usa","West"
"186",187,-83.6417783,43.0209628,NA,"68503","Lincoln","NE","Lincoln","Lancaster County",125627,"q2",1.5,"4555 vine st store 4555, lincoln, ne 68503, usa","Midwest"
"187",188,-122.4620016,48.7742415,NA,"72204","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",74620,"q1",1,"s university ave, little rock, ar 72204, usa","South"
"188",189,-98.459267,29.505762,NA,"25143","Nitro","WV","Charleston","Kanawha County",88403,"q1",1,"210 nitro market pl, nitro, wv 25143, usa","South"
"189",190,-157.895076,21.3362215,NA,"49221","Adrian","MI","Adrian","Lenawee County",135795,"q2",1,"1357 division st, adrian, mi 49221, usa","Midwest"
"190",191,-80.2752281,39.2821577,NA,"28602","Hickory","NC","Hickory-Lenoir-Morganton","Catawba County",140568,"q2",1,"1172 lenoir rhyne blvd se, hickory, nc 28602, usa","South"
"191",192,-97.9653313,34.5186825,NA,"30043","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",251746,"q3",NA,"1032 old peachtree rd ne #205lawrenceville, lawrenceville, ga 30043, usa","South"
"192",193,-121.4991545,38.6254484,NA,"45014","Fairfield","OH","Cincinnati","Butler County",177871,"q3",NA,"4605 dixie hwy, fairfield, oh 45014, usa","Midwest"
"193",194,-86.5140591,36.5779197,NA,"32401","Panama City","FL","Panama City","Bay County",124862,"q2",NA,"3207 e 4th st, panama city, fl 32401, usa","South"
"194",195,-76.7643374,39.2876579,NA,"64506","Saint Joseph","MO","St. Joseph","Buchanan County",179634,"q3",NA,"faraon st, st joseph, mo 64506, usa","Midwest"
"195",196,-92.5048245,34.6213856,NA,"15090","Wexford","PA","Pittsburgh","Allegheny County",382022,"q4",NA,"10293 perry hwy, wexford, pa 15090, usa","Northeast"
"196",197,-75.9265909,40.3861923,NA,"47331","Connersville","IN","Connersville","Fayette County",83613,"q1",NA,"4000 western ave, connersville, in 47331, usa","Midwest"
"197",199,NA,NA,NA,"24416","Buena Vista","VA","","Buena Vista City",110353,"q2",NA,"2277 beech ave #501, buena vista, va 24416, usa","South"
"198",200,-76.5577188,39.398198,NA,"43551","Perrysburg","OH","Toledo","Wood County",236761,"q3",NA,"26580 n dixie hwy, perrysburg, oh 43551, usa","Midwest"
"199",201,-74.0560827,41.459342,NA,"30906","Augusta","GA","Augusta-Richmond County","Richmond County",80654,"q1",NA,"3120 peach orchard rd, augusta, ga 30906, usa","South"
"200",202,-90.1120473,30.0198345,NA,"77532","Crosby","TX","Houston-The Woodlands-Sugar Land","Harris County",196143,"q3",NA,"14530 crosby lynchburg rd, crosby, tx 77532, usa","South"
"201",203,-119.7417809,38.9370674,NA,"47130","Jeffersonville","IN","Louisville/Jefferson County","Clark County",157861,"q2",NA,"2764 jefferson centre way, jeffersonville, in 47130, usa","Midwest"
"202",204,-122.7074352,38.3466383,NA,"34266","Arcadia","FL","Arcadia","De Soto County",118503,"q2",NA,"1701 e oak st, arcadia, fl 34266, usa","South"
"203",205,-85.1455128,41.1165312,NA,"30064","Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",312815,"q4",NA,"2667 powder springs rd sw #117marietta, marietta, ga 30064, usa","South"
"204",206,-82.4427769,28.0563834,NA,"47670","Princeton","IN","","Gibson County",106635,"q2",NA,"3215 w broadway st, princeton, in 47670, usa","Midwest"
"205",207,-118.2431829,34.225841,NA,"63017","Chesterfield","MO","St. Louis","Saint Louis County",383639,"q4",NA,"14808 clayton rd, chesterfield, mo 63017, usa","Midwest"
"206",208,-121.1752676,44.2958298,NA,"22408","Fredericksburg","VA","Washington-Arlington-Alexandria","Spotsylvania County",289853,"q4",NA,"4701 market st, fredericksburg, va 22408, usa","South"
"207",209,-79.4186948,36.6749721,NA,"33584","Seffner","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",214502,"q3",NA,"710 w dr martin luther king jr blvd, seffner, fl 33584, usa","South"
"208",210,-122.3942515,40.5861701,NA,NA,NA,NA,NA,NA,NA,"q4",NA,"",NA
"209",211,-79.977843,37.2858069,NA,"97401","Eugene","OR","Eugene","Lane County",377069,"q4",NA,"1175 cal young rd, eugene, or 97401, usa","West"
"210",212,-117.0600871,32.7840217,NA,"98032","Kent","WA","Seattle-Tacoma-Bellevue","King County",381973,"q4",NA,"315 washington ave s, kent, wa 98032, usa","West"
"211",213,-106.268474,31.7585688,NA,"45414","Dayton","OH","Dayton","Montgomery County",103668,"q1",NA,"5400 n dixie dr, dayton, oh 45414, usa","Midwest"
"212",214,-81.8084911,38.4108063,NA,"75020","Denison","TX","Sherman-Denison","Grayson County",137739,"q2",NA,"2419 woodlawn blvd, denison, tx 75020, usa","South"
"213",215,-78.1832508,38.9085053,NA,"95076","Watsonville","CA","Santa Cruz-Watsonville","Santa Cruz County",609584,"q4",NA,"470 main st, watsonville, ca 95076, usa","West"
"214",216,-91.9164504,42.678229,NA,"32808","Pine Hills","FL","Orlando-Kissimmee-Sanford","Orange County",167322,"q3",NA,"3200 w colonial dr, orlando, fl 32808, usa","South"
"215",217,-119.727017,39.5894974,NA,"77373","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",169474,"q3",NA,"1417 spring cypress rd #111bspring, spring, tx 77373, usa","South"
"216",218,-111.0619195,45.7055104,NA,"85614","Green Valley","AZ","Tucson","Pima County",197402,"q3",NA,"520 e white house canyon rd, green valley, az 85614, usa","West"
"217",219,-104.8597821,38.8458617,NA,"85541","Payson","AZ","Payson","Gila County",282486,"q4",NA,"401 e, az-260, payson, az 85541, usa","West"
"218",220,-104.7552115,38.7908456,NA,"96782","Pearl City","HI","Urban Honolulu","Honolulu County",736801,"q4",NA,"890 kamehameha hwy, pearl city, hi 96782, usa","West"
"219",221,-80.7016666,34.8482907,NA,"38017","Collierville","TN","Memphis","Shelby County",355248,"q4",NA,"783 w poplar ave, collierville, tn 38017, usa","South"
"220",222,-96.8722933,32.7811324,NA,"37321","Dayton","TN","Dayton","Rhea County",143752,"q2",NA,"200 able dr #1dayton, dayton, tn 37321, usa","South"
"221",223,-121.4011052,38.6103542,NA,"75287","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",331182,"q4",NA,"18230 midway rd, dallas, tx 75287, usa","South"
"222",224,-112.2512993,33.5914239,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"223",225,-72.3405823,42.1628034,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"224",226,-90.5171064,38.7838926,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"225",227,-80.5922497,28.1817596,NA,"24477","Stuarts Draft","VA","Staunton-Waynesboro","Augusta County",218425,"q3",NA,"2576 stuarts draft hwy, stuarts draft, va 24477, usa","South"
"226",228,-78.921989,36.741115,NA,"89113","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",317539,"q4",NA,"7036 w badura ave, las vegas, nv 89113, usa","West"
"227",229,-80.945907,34.0518378,NA,"53706",NA,NA,NA,NA,NA,"q4",NA,"frederic ogg residence hall, 835 w dayton st, madison, wi 53706, usa",NA
"228",230,-82.4492108,34.8520349,NA,"24541","Danville","VA","Danville","Danville City",86220,"q1",NA,"760 w main st, danville, va 24541, usa","South"
"229",231,-111.946955,33.3328867,NA,"95492","Windsor","CA","Santa Rosa","Sonoma County",646335,"q4",NA,"6450 hembree ln, windsor, ca 95492, usa","West"
"230",232,-89.0257998,42.2639156,NA,"79404","Lubbock","TX","Lubbock","Lubbock County",66116,"q1",NA,"715 28th st, lubbock, tx 79404, usa","South"
"231",233,-118.3744595,33.9757732,NA,"33928","Estero","FL","Cape Coral-Fort Myers","Lee County",309368,"q4",NA,"7996 mediterranean drive, estero, fl 33928, usa","South"
"232",234,-93.2884865,30.8635785,NA,"65265","Mexico","MO","Mexico","Audrain County",103175,"q1",NA,"1101 w monroe st, mexico, mo 65265, usa","Midwest"
"233",235,-85.9951892,39.8972627,NA,"77085","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",163002,"q2",NA,"14464 hillcroft st, houston, tx 77085, usa","South"
"234",236,-111.8756294,33.621133,NA,"45056","Oxford","OH","Cincinnati","Butler County",214749,"q3",NA,"203 s locust st store 203, oxford, oh 45056, usa","Midwest"
"235",237,-98.621522,29.4653307,NA,"96819","Honolulu","HI","Urban Honolulu","Honolulu County",837482,"q4",NA,"2610 kilihau st, honolulu, hi 96819, usa","West"
"236",238,-74.9737216,39.9423194,NA,"27021","King","NC","Winston-Salem","Stokes County",162507,"q2",NA,"622 s main st, king, nc 27021, usa","South"
"237",239,-79.9528451,37.3490124,NA,"85714","Tucson","AZ","Tucson","Pima County",148324,"q2",NA,"e irvington rd, tucson, az 85714, usa","West"
"238",240,-98.342947,40.9260294,NA,"92054","Oceanside","CA","San Diego-Carlsbad","San Diego County",683130,"q4",NA,"1928s s moreno st, oceanside, ca 92054, usa","West"
"239",241,-118.2013182,34.139493,NA,"78550","Harlingen","TX","Brownsville-Harlingen","Cameron County",101324,"q1",NA,"702 dixieland rd, harlingen, tx 78550, usa","South"
"240",242,-99.163185,30.059624,NA,"75706","Tyler","TX","Tyler","Smith County",140478,"q2",NA,"500 e ne loop 323, tyler, tx 75706, usa","South"
"241",244,-84.5288729,33.87691,NA,"44281","Wadsworth","OH","Cleveland-Elyria","Medina County",203932,"q3",NA,"170 great oaks trail, wadsworth, oh 44281, usa","Midwest"
"242",245,-89.3019625,43.114662,NA,"75961","Nacogdoches","TX","Nacogdoches","Nacogdoches County",124376,"q2",NA,"503 e main st, nacogdoches, tx 75961, usa","South"
"243",246,-116.8937865,47.7223652,NA,"79603","Abilene","TX","Abilene","Taylor County",89013,"q1",NA,"2200 n 1st st 1st store, abilene, tx 79603, usa","South"
"244",247,-85.975065,41.7402529,NA,"27105","Winston-Salem","NC","Winston-Salem","Forsyth County",83979,"q1",NA,"5000 old walkertown rd, winston-salem, nc 27105, usa","South"
"245",248,-85.1583064,35.041539,NA,"37062","Fairview","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",290123,"q4",NA,"2714 fairview blvd, fairview, tn 37062, usa","South"
"246",249,-112.4908689,34.5640538,NA,"33618","Greater Carrollwood","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",287188,"q4",NA,"14941 n dale mabry hwy, tampa, fl 33618, usa","South"
"247",250,-85.7606166,38.2315502,NA,"47274","Seymour","IN","Seymour","Jackson County",149127,"q2",NA,"1857 e tipton st, seymour, in 47274, usa","Midwest"
"248",251,-89.0921386,30.3875619,NA,"15401","Uniontown","PA","Pittsburgh","Fayette County",109633,"q2",NA,"40 connellsville st, uniontown, pa 15401, usa","Northeast"
"249",252,-82.2689348,27.922553,NA,"22405","Fredericksburg","VA","Washington-Arlington-Alexandria","Spotsylvania County",310222,"q4",NA,"washington square plaza, george washington, va 22405, usa","South"
"250",253,-83.7097013,32.8732288,NA,"31909","Columbus","GA","Columbus","Muscogee County",156927,"q2",NA,"6770 veterans pkwy, columbus, ga 31909, usa","South"
"251",254,-75.6239457,41.4778311,NA,"94534","Fairfield","CA","Vallejo-Fairfield","Solano County",535363,"q4",NA,"180 grobric ct store 180, fairfield, ca 94534, usa","West"
"252",255,-80.868632,35.5733718,NA,"22546","Ruther Glen","VA","Richmond","Caroline County",206704,"q3",NA,"jefferson davis hwy, reedy church, va 22546, usa","South"
"253",256,-89.9907462,38.5986467,NA,"30180","Villa Rica","GA","Atlanta-Sandy Springs-Roswell","Carroll County",190876,"q3",NA,"660 w bankhead hwy suite f, villa rica, ga 30180, usa","South"
"254",257,-119.7911111,36.8308333,NA,"95240","Lodi","CA","Stockton-Lodi","San Joaquin County",341826,"q4",NA,"808 w kettleman ln, lodi, ca 95240, usa","West"
"255",258,-122.7337764,45.4015573,NA,"70506","Lafayette","LA","Lafayette","Lafayette Parish",157474,"q2",NA,"2435 w congress st, lafayette, la 70506, usa","South"
"256",259,-96.6687492,43.5143008,NA,"74354","Miami","OK","Miami","Ottawa County",72878,"q1",NA,"30 5th ave nw, miami, ok 74354, usa","South"
"257",260,-82.1840795,28.2380269,NA,"20002","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",692341,"q4",NA,"1140 3rd st ne, washington, dc 20002, usa","South"
"258",261,-87.1726389,38.6477223,NA,"50131","Johnston","IA","Des Moines-West Des Moines","Polk County",289718,"q4",NA,"5355 nw 86th st, johnston, ia 50131, usa","Midwest"
"259",262,-84.3484039,33.9293624,NA,"43452","Port Clinton","OH","Port Clinton","Ottawa County",177315,"q3",NA,"205 se catawba rd store 205, port clinton, oh 43452, usa","Midwest"
"260",263,-104.8604776,38.846221,NA,"95628","Fair Oaks","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",458278,"q4",NA,"4880 san juan ave #4fair, fair oaks, ca 95628, usa","West"
"261",264,-82.1707726,29.1857621,NA,"21740","Hagerstown","MD","Hagerstown-Martinsburg","Washington County",177098,"q3",NA,"1101 maryland ave, hagerstown, md 21740, usa","South"
"262",265,-82.6337838,38.4754105,NA,"46514","Elkhart","IN","Elkhart-Goshen","Elkhart County",154250,"q2",NA,"3900 e bristol st, elkhart, in 46514, usa","Midwest"
"263",266,-79.710627,40.6448632,NA,"70506","Lafayette","LA","Lafayette","Lafayette Parish",157474,"q2",NA,"911 alfred st, lafayette, la 70506, usa","South"
"264",267,-111.7915086,33.3654128,NA,"97701","Bend","OR","Bend-Redmond","Deschutes County",398571,"q4",NA,"63435 n hwy 97, bend, or 97701, usa","West"
"265",269,-117.2930075,34.4712869,NA,"93010","Camarillo","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",640388,"q4",NA,"267 arneill rd store 267, camarillo, ca 93010, usa","West"
"266",270,-120.8520922,37.4996893,NA,"27360","Thomasville","NC","Winston-Salem","Davidson County",136109,"q2",NA,"903 randolph st store 903, thomasville, nc 27360, usa","South"
"267",271,-94.347642,32.157132,NA,"44667","Orrville","OH","Wooster","Wayne County",149423,"q2",NA,"1201 n main st, orrville, oh 44667, usa","Midwest"
"268",272,-78.8968195,38.41985,NA,"98036","Lynnwood","WA","Seattle-Tacoma-Bellevue","Snohomish County",545819,"q4",NA,"4027 198th st sw, lynnwood, wa 98036, usa","West"
"269",273,-86.7783463,35.4474432,NA,"65251","Fulton","MO","Jefferson City","Callaway County",144119,"q2",NA,"2055 n bluff st, fulton, mo 65251, usa","Midwest"
"270",274,-83.7138113,32.7416015,NA,"73505","Lawton","OK","Lawton","Comanche County",99878,"q1",NA,"616 nw sheridan rd, lawton, ok 73505, usa","South"
"271",275,-112.508161,45.9715485,NA,"27405","Greensboro","NC","Greensboro-High Point","Guilford County",119321,"q2",NA,"2108 n church st, greensboro, nc 27405, usa","South"
"272",276,-71.2339604,42.4130563,NA,"32034","Fernandina Beach","FL","Jacksonville","Nassau County",382966,"q4",NA,"474264 e state rd 200 #200fernandina, fernandina beach, fl 32034, usa","South"
"273",277,-121.841227,38.0120808,NA,"14472","Honeoye Falls","NY","Rochester","Monroe County",267069,"q4",NA,"201 w main st, honeoye falls, ny 14472, usa","Northeast"
"274",278,-86.1891584,42.670399,NA,"52761","Muscatine","IA","Muscatine","Muscatine County",130567,"q2",NA,"427 lake park blvd, muscatine, ia 52761, usa","Midwest"
"275",279,-86.2437555,32.3558572,NA,"74136","Tulsa","OK","Tulsa","Tulsa County",188736,"q3",NA,"8028 s yale ave, tulsa, ok 74136, usa","South"
"276",280,-79.9853332,37.2257504,NA,"73130","Midwest City","OK","Oklahoma City","Oklahoma County",145707,"q2",NA,"9903 se 15th st, midwest city, ok 73130, usa","South"
"277",281,-80.1869608,25.8489893,NA,"24970","Ronceverte","WV","","Greenbrier County",109254,"q2",NA,"15 red oaks shopping center, ronceverte, wv 24970, usa","South"
"278",282,-87.0237332,32.4134429,NA,"88001","Las Cruces","NM","Las Cruces","Dona Ana County",124483,"q2",NA,"1256 el paseo rd, las cruces, nm 88001, usa","West"
"279",283,-98.453079,29.641198,NA,"54601","La Crosse","WI","La Crosse-Onalaska","La Crosse County",172108,"q3",NA,"3954 mormon coulee rd, la crosse, wi 54601, usa","Midwest"
"280",284,-86.1336602,39.9137908,NA,"canada",NA,NA,NA,NA,NA,"q4",NA,"965 wellington rd, london, on n6e, canada",NA
"281",285,-93.8074471,32.3981132,NA,"95054","Santa Clara","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1206552,"q4",NA,"2800 mission college blvd, santa clara, ca 95054, usa","West"
"282",286,-123.3358757,42.4206166,NA,"33165","University Park","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",387632,"q4",NA,"9600 sw 40th st, miami, fl 33165, usa","South"
"283",287,-89.8158907,44.3710144,NA,"86403","Lake Havasu City","AZ","Lake Havasu City-Kingman","Mohave County",254073,"q3",NA,"1990 mcculloch blvd n d, lake havasu city, az 86403, usa","West"
"284",289,-117.3158289,34.515586,NA,"19104","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",177089,"q3",NA,"3509 spring garden st, philadelphia, pa 19104, usa","Northeast"
"285",290,-78.8242363,42.7327421,NA,"43302","Marion","OH","Marion","Marion County",90873,"q1",NA,"345 e fairground st, marion, oh 43302, usa","Midwest"
"286",291,-92.0669889,30.2007407,NA,"36330","Enterprise","AL","Enterprise","Coffee County",142731,"q2",NA,"114 s industrial blvd store 114, enterprise, al 36330, usa","South"
"287",292,NA,NA,NA,"28806","Asheville","NC","Asheville","Buncombe County",272335,"q4",NA,"1118 brevard rd, asheville, nc 28806, usa","South"
"288",293,-85.3703799,40.1596463,NA,"24293","Wise","VA","Big Stone Gap","Wise County",116737,"q2",NA,"205 ridgeview rd sw, wise, va 24293, usa","South"
"289",294,-76.0279939,40.1338616,NA,"24055","Bassett","VA","Martinsville","Henry County",86172,"q1",NA,"5833 virginia ave, bassett, va 24055, usa","South"
"290",295,-84.3399082,34.0421279,NA,"67502","Hutchinson","KS","Hutchinson","Reno County",152352,"q2",NA,"1707 waldron st, hutchinson, ks 67502, usa","Midwest"
"291",296,-90.1810973,30.0056405,NA,"48183","Trenton","MI","Detroit-Warren-Dearborn","Wayne County",174661,"q3",NA,"20080 west rd, woodhaven, mi 48183, usa","Midwest"
"292",297,-75.0012191,39.8274066,NA,"30705","Chatsworth","GA","Dalton","Murray County",138721,"q2",NA,"920 n 3rd ave, chatsworth, ga 30705, usa","South"
"293",298,-82.5564559,28.0684157,NA,"30269","Peachtree City","GA","Atlanta-Sandy Springs-Roswell","Fayette County",357069,"q4",NA,"1200 ga-74 #1, peachtree city, ga 30269, usa","South"
"294",299,-122.324385,47.619044,NA,"48506","Flint","MI","Flint","Genesee County",37184,"q1",NA,"501 s averill ave, flint, mi 48506, usa","Midwest"
"295",300,-121.8920346,36.9758006,NA,"98226","Bellingham","WA","Bellingham","Whatcom County",448251,"q4",NA,"1115 e sunset dr, bellingham, wa 98226, usa","West"
"296",301,-75.627625,40.582151,NA,"96819","Honolulu","HI","Urban Honolulu","Honolulu County",837482,"q4",NA,"2610 kilihau st, honolulu, hi 96819, usa","West"
"297",302,-96.9936579,32.8465999,NA,"26330","Bridgeport","WV","Clarksburg","Harrison County",221439,"q3",NA,"1210 w main st, bridgeport, wv 26330, usa","South"
"298",303,-82.6533658,35.7914535,NA,"73533","Duncan","OK","Duncan","Stephens County",83292,"q1",NA,"1300 us-81, duncan, ok 73533, usa","South"
"299",304,-80.3375799,36.0672461,NA,"95833","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",326884,"q4",NA,"3291 truxel rd #4sacramento, sacramento, ca 95833, usa","West"
"300",305,-122.2854589,37.849419,NA,"37148","Portland","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County",190708,"q3",NA,"304 s broadway, portland, tn 37148, usa","South"
"301",306,-122.6968856,45.523575,NA,"72022","Bryant","AR","Little Rock-North Little Rock-Conway","Saline County",166180,"q3",NA,"4910 ar-5 n, bryant, ar 72022, usa","South"
