"","zip","state","state_name","city","x2020_01","region","division"
"18153","13409","NY","New York","Town Of Stockbridge",107235,"Northeast","Middle Atlantic"
"18154","54821","WI","Wisconsin","Cable",257219,"Midwest","East North Central"
"18155","29114","SC","South Carolina","Olanta",66435,"South","South Atlantic"
"18156","49950","MI","Michigan","Mohawk",166817,"Midwest","East North Central"
"18157","14747","NY","New York","Poland",83932,"Northeast","Middle Atlantic"
"18158","28510","NC","North Carolina","Minnesott Beach",212539,"South","South Atlantic"
"18159","61491","IL","Illinois","Wyoming",80284,"Midwest","East North Central"
"18160","98303","WA","Washington","Graham",326011,"West","Pacific"
"18161","23898","VA","Virginia","Zuni",228328,"South","South Atlantic"
"18162","17086","PA","Pennsylvania","Monroe Township",163168,"Northeast","Middle Atlantic"
"18163","36475","AL","Alabama","Repton",115145,"South","East South Central"
"18164","65772","MO","Missouri","Washburn",132374,"Midwest","West North Central"
"18165","67058","KS","Kansas","Harper",60964,"Midwest","West North Central"
"18166","72324","AR","Arkansas","Cherry Valley",70248,"South","West South Central"
"18167","97112","OR","Oregon","Cloverdale",283654,"West","Pacific"
"18168","14422","NY","New York","Town Of Byron",128324,"Northeast","Middle Atlantic"
"18169","47954","IN","Indiana","Ladoga",130696,"Midwest","East North Central"
"18170","26710","WV","West Virginia","Burlington",126222,"South","South Atlantic"
"18171","55074","MN","Minnesota","Shafer",254539,"Midwest","West North Central"
"18172","27508","NC","North Carolina","Bunn",139422,"South","South Atlantic"
"18173","48767","MI","Michigan","Unionville",81631,"Midwest","East North Central"
"18174","50851","IA","Iowa","Lenox",97609,"Midwest","West North Central"
"18175","37809","TN","Tennessee","Midway",92984,"South","East South Central"
"18176","72602","AR","Arkansas","Harrison",135846,"South","West South Central"
"18177","18464","PA","Pennsylvania","Palmyra Township",184863,"Northeast","Middle Atlantic"
"18178","66712","KS","Kansas","Arma",73894,"Midwest","West North Central"
"18179","92391","CA","California","Lake Arrowhead",246641,"West","Pacific"
"18180","71039","LA","Louisiana","Heflin",88152,"South","West South Central"
"18181","35461","AL","Alabama","Macedonia",98347,"South","East South Central"
"18182","4965","ME","Maine","Palmyra",131656,"Northeast","New England"
"18183","53586","WI","Wisconsin","Shullsburg",105621,"Midwest","East North Central"
"18184","97738","OR","Oregon","Hines",139709,"West","Pacific"
"18185","26347","WV","West Virginia","Bridgeport",78403,"South","South Atlantic"
"18186","13654","NY","New York","Heuvelton",80873,"Northeast","Middle Atlantic"
"18187","63015","MO","Missouri","Catawissa",179335,"Midwest","West North Central"
"18188","24467","VA","Virginia","Mount Sidney",261780,"South","South Atlantic"
"18189","33786","FL","Florida","Belleair Beach",625574,"South","South Atlantic"
"18190","43946","OH","Ohio","Clarington",118823,"Midwest","East North Central"
"18191","28745","NC","North Carolina","Lake Junaluska",273938,"South","South Atlantic"
"18192","53091","WI","Wisconsin","Theresa",205339,"Midwest","East North Central"
"18193","27343","NC","North Carolina","Semora",337436,"South","South Atlantic"
"18194","13625","NY","New York","Childwold",126600,"Northeast","Middle Atlantic"
"18195","29664","SC","South Carolina","Mountain Rest",151145,"South","South Atlantic"
"18196","17860","PA","Pennsylvania","Shamokin Township",181830,"Northeast","Middle Atlantic"
"18197","27927","NC","North Carolina","Corolla",579144,"South","South Atlantic"
"18198","4958","ME","Maine","Embden",135571,"Northeast","New England"
"18199","1034","MA","Massachusetts","Tolland",274136,"Northeast","New England"
"18200","6068","CT","Connecticut","Salisbury",515300,"Northeast","New England"
"18201","46031","IN","Indiana","Atlanta",188414,"Midwest","East North Central"
"18202","17009","PA","Pennsylvania","Burnham",88831,"Northeast","Middle Atlantic"
"18203","89439","NV","Nevada","Verdi",527017,"West","Mountain"
"18204","65663","MO","Missouri","Bolivar",167016,"Midwest","West North Central"
"18205","13076","NY","New York","Town Of Hastings",139104,"Northeast","Middle Atlantic"
"18206","47145","IN","Indiana","Milltown",116474,"Midwest","East North Central"
"18207","47373","IN","Indiana","Redkey",63432,"Midwest","East North Central"
"18208","63944","MO","Missouri","Greenville",120130,"Midwest","West North Central"
"18209","95426","CA","California","Middletown",243365,"West","Pacific"
"18210","56264","MN","Minnesota","Minneota",91912,"Midwest","West North Central"
"18211","13324","NY","New York","Town Of Ohio",98343,"Northeast","Middle Atlantic"
"18212","52747","IA","Iowa","Durant",172943,"Midwest","West North Central"
"18213","74825","OK","Oklahoma","Allen",82878,"South","West South Central"
"18214","15722","PA","Pennsylvania","Carrolltown",78774,"Northeast","Middle Atlantic"
"18215","23071","VA","Virginia","Hartfield",266387,"South","South Atlantic"
"18216","60927","IL","Illinois","Clifton",143601,"Midwest","East North Central"
"18217","79546","TX","Texas","Rotan",82096,"South","West South Central"
"18218","81140","CO","Colorado","La Jara",129328,"West","Mountain"
"18219","13160","NY","New York","Union Springs",140633,"Northeast","Middle Atlantic"
"18220","93553","CA","California","Pearblossom",285781,"West","Pacific"
"18221","28573","NC","North Carolina","Pollocksville",105803,"South","South Atlantic"
"18222","97018","OR","Oregon","Columbia City",349016,"West","Pacific"
"18223","31562","GA","Georgia","Saint George",109974,"South","South Atlantic"
"18224","56098","MN","Minnesota","Winnebago",184208,"Midwest","West North Central"
"18225","74061","OK","Oklahoma","Ramona",141868,"South","West South Central"
"18226","45054","OH","Ohio","Oregonia",259034,"Midwest","East North Central"
"18227","40142","KY","Kentucky","Guston",136258,"South","East South Central"
"18228","24165","VA","Virginia","Spencer",97055,"South","South Atlantic"
"18229","12451","NY","New York","Town of Cairo",186518,"Northeast","Middle Atlantic"
"18230","26679","WV","West Virginia","Mount Nebo",68335,"South","South Atlantic"
"18231","39478","MS","Mississippi","Sandy Hook",113530,"South","East South Central"
"18232","41722","KY","Kentucky","Bulan",76819,"South","East South Central"
"18233","44849","OH","Ohio","Nevada",78191,"Midwest","East North Central"
"18234","61756","IL","Illinois","Maroa",109676,"Midwest","East North Central"
"18235","12958","NY","New York","Town of Mooers",113847,"Northeast","Middle Atlantic"
"18236","2898","RI","Rhode Island","Richmond",298737,"Northeast","New England"
"18237","72853","AR","Arkansas","Ola",51077,"South","West South Central"
"18238","50629","IA","Iowa","Fairbank",171052,"Midwest","West North Central"
"18239","26571","WV","West Virginia","Farmington",66740,"South","South Atlantic"
"18240","62271","IL","Illinois","Okawville",125570,"Midwest","East North Central"
"18241","42343","KY","Kentucky","Fordsville",56495,"South","East South Central"
"18242","77865","TX","Texas","Marquez",202683,"South","West South Central"
"18243","49403","MI","Michigan","Conklin",214880,"Midwest","East North Central"
"18244","27950","NC","North Carolina","Knotts Island",236988,"South","South Atlantic"
"18245","36075","AL","Alabama","Shorter",92827,"South","East South Central"
"18246","51449","IA","Iowa","Lake City",80582,"Midwest","West North Central"
"18247","75968","TX","Texas","Pineland",77486,"South","West South Central"
"18248","73526","OK","Oklahoma","Blair",85572,"South","West South Central"
"18249","48028","MI","Michigan","Algonac",272626,"Midwest","East North Central"
"18250","72372","AR","Arkansas","Palestine",72167,"South","West South Central"
"18251","74930","OK","Oklahoma","Bokoshe",81900,"South","West South Central"
"18252","12461","NY","New York","Town Of Olive",322189,"Northeast","Middle Atlantic"
"18253","14476","NY","New York","Town Of Kendall",146111,"Northeast","Middle Atlantic"
"18254","58639","ND","North Dakota","Hettinger",140288,"Midwest","West North Central"
"18255","74342","OK","Oklahoma","Eucha",153409,"South","West South Central"
"18256","86512","AZ","Arizona","Sanders",146112,"West","Mountain"
"18257","24593","VA","Virginia","Spout Spring",156046,"South","South Atlantic"
"18258","13145","NY","New York","Town of Sandy Creek",123840,"Northeast","Middle Atlantic"
"18259","24844","WV","West Virginia","Iaeger",35262,"South","South Atlantic"
"18260","43527","OH","Ohio","Holgate",97364,"Midwest","East North Central"
"18261","71842","AR","Arkansas","Horatio",97836,"South","West South Central"
"18262","83849","ID","Idaho","Osburn",144981,"West","Mountain"
"18263","12023","NY","New York","Town Of Berne",194233,"Northeast","Middle Atlantic"
"18264","49287","MI","Michigan","Manchester",206192,"Midwest","East North Central"
"18265","2543","MA","Massachusetts","Woods Hole",777597,"Northeast","New England"
"18266","48464","MI","Michigan","Otter Lake",153725,"Midwest","East North Central"
"18267","89158","NV","Nevada","Las Vegas",371721,"West","Mountain"
"18268","16351","PA","Pennsylvania","Limestone Township",54721,"Northeast","Middle Atlantic"
"18269","14818","NY","New York","Burdett",174696,"Northeast","Middle Atlantic"
"18270","54966","WI","Wisconsin","Plainfield",111290,"Midwest","East North Central"
"18271","72444","AR","Arkansas","Maynard",100727,"South","West South Central"
"18272","15958","PA","Pennsylvania","Summerhill Township",98295,"Northeast","Middle Atlantic"
"18273","95703","CA","California","Applegate",447426,"West","Pacific"
"18274","12748","NY","New York","Callicoon",161736,"Northeast","Middle Atlantic"
"18275","13626","NY","New York","Pinckney",136815,"Northeast","Middle Atlantic"
"18276","53504","WI","Wisconsin","Argyle",141947,"Midwest","East North Central"
"18277","70755","LA","Louisiana","Livonia",161349,"South","West South Central"
"18278","30733","GA","Georgia","Plainville",103459,"South","South Atlantic"
"18279","59632","MT","Montana","Boulder",195872,"West","Mountain"
"18280","46951","IN","Indiana","Macy",105784,"Midwest","East North Central"
"18281","62320","IL","Illinois","Camp Point",115443,"Midwest","East North Central"
"18282","1053","MA","Massachusetts","Northampton",293142,"Northeast","New England"
"18283","31795","GA","Georgia","Ty Ty",118985,"South","South Atlantic"
"18284","54627","WI","Wisconsin","Ettrick",164934,"Midwest","East North Central"
"18285","64482","MO","Missouri","Rock Port",98291,"Midwest","West North Central"
"18286","52046","IA","Iowa","Farley",194220,"Midwest","West North Central"
"18287","46166","IN","Indiana","Paragon",134791,"Midwest","East North Central"
"18288","12472","NY","New York","Town Of Rosendale",231367,"Northeast","Middle Atlantic"
"18289","55959","MN","Minnesota","Goodview",225878,"Midwest","West North Central"
"18290","29741","SC","South Carolina","Ruby",99631,"South","South Atlantic"
"18291","60938","IL","Illinois","Gilman",89422,"Midwest","East North Central"
"18292","12168","NY","New York","Town Of Stephentown",187700,"Northeast","Middle Atlantic"
"18293","71439","LA","Louisiana","Hornbeck",109503,"South","West South Central"
"18294","96703","HI","Hawaii","Kilauea",544060,"West","Pacific"
"18295","16249","PA","Pennsylvania","Cowanshannock Township",118593,"Northeast","Middle Atlantic"
"18296","35446","AL","Alabama","Buhl",158240,"South","East South Central"
"18297","31827","GA","Georgia","Talbotton",76124,"South","South Atlantic"
"18298","36759","AL","Alabama","Marion Junction",85144,"South","East South Central"
"18299","12094","NY","New York","Pittstown",197928,"Northeast","Middle Atlantic"
"18300","60602","IL","Illinois","Chicago",540917,"Midwest","East North Central"
"18301","36525","AL","Alabama","Creola",144287,"South","East South Central"
"18302","61376","IL","Illinois","Walnut",93677,"Midwest","East North Central"
"18303","15479","PA","Pennsylvania","South Huntingdon Township",121059,"Northeast","Middle Atlantic"
"18304","35610","AL","Alabama","Anderson",111781,"South","East South Central"
"18305","80520","CO","Colorado","Firestone",338897,"West","Mountain"
"18306","79357","TX","Texas","Ralls",54269,"South","West South Central"
"18307","4108","ME","Maine","Portland",425556,"Northeast","New England"
"18308","39561","MS","Mississippi","Mc Henry",137580,"South","East South Central"
"18309","59442","MT","Montana","Fort Benton",158633,"West","Mountain"
"18310","72840","AR","Arkansas","Hartman",72819,"South","West South Central"
"18311","28689","NC","North Carolina","Union Grove",189314,"South","South Atlantic"
"18312","29052","SC","South Carolina","Gadsden",70381,"South","South Atlantic"
"18313","43164","OH","Ohio","Williamsport",140962,"Midwest","East North Central"
"18314","47631","IN","Indiana","New Harmony",141503,"Midwest","East North Central"
"18315","54740","WI","Wisconsin","Elmwood",137548,"Midwest","East North Central"
"18316","54909","WI","Wisconsin","Almond",124299,"Midwest","East North Central"
"18317","54770","WI","Wisconsin","Strum",149513,"Midwest","East North Central"
"18318","49885","MI","Michigan","Skandia",156880,"Midwest","East North Central"
"18319","36509","AL","Alabama","Bayou La Batre",52055,"South","East South Central"
"18320","42056","KY","Kentucky","La Center",80550,"South","East South Central"
"18321","74002","OK","Oklahoma","Barnsdall",104232,"South","West South Central"
"18322","76701","TX","Texas","Waco",143458,"South","West South Central"
"18323","24435","VA","Virginia","Fairfield",232027,"South","South Atlantic"
"18324","41064","KY","Kentucky","Mount Olivet",103050,"South","East South Central"
"18325","4910","ME","Maine","Albion",131726,"Northeast","New England"
"18326","40468","KY","Kentucky","Perryville",122895,"South","East South Central"
"18327","66105","KS","Kansas","Kansas City",54265,"Midwest","West North Central"
"18328","38232","TN","Tennessee","Samburg",93730,"South","East South Central"
"18329","36907","AL","Alabama","Cuba",38212,"South","East South Central"
"18330","54514","WI","Wisconsin","Butternut",122786,"Midwest","East North Central"
"18331","59323","MT","Montana","Colstrip",202299,"West","Mountain"
"18332","56540","MN","Minnesota","Fertile",162254,"Midwest","West North Central"
"18333","54026","WI","Wisconsin","Star Prairie",227215,"Midwest","East North Central"
"18334","44867","OH","Ohio","Republic",136463,"Midwest","East North Central"
"18335","16920","PA","Pennsylvania","Elkland",91480,"Northeast","Middle Atlantic"
"18336","57226","SD","South Dakota","Clear Lake",125246,"Midwest","West North Central"
"18337","71261","LA","Louisiana","Mer Rouge",49404,"South","West South Central"
"18338","76857","TX","Texas","May",105999,"South","West South Central"
"18339","78335","TX","Texas","Aransas Pass",120321,"South","West South Central"
"18340","70514","LA","Louisiana","Baldwin",95102,"South","West South Central"
"18341","17830","PA","Pennsylvania","Jackson Township",118924,"Northeast","Middle Atlantic"
"18342","35089","AL","Alabama","Kellyton",77459,"South","East South Central"
"18343","78881","TX","Texas","Sabinal",116990,"South","West South Central"
"18344","17321","PA","Pennsylvania","Fawn Township",255514,"Northeast","Middle Atlantic"
"18345","56481","MN","Minnesota","Verndale",118732,"Midwest","West North Central"
"18346","79325","TX","Texas","Farwell",140265,"South","West South Central"
"18347","60034","IL","Illinois","Hebron",181119,"Midwest","East North Central"
"18348","3580","NH","New Hampshire","Franconia",305569,"Northeast","New England"
"18349","24069","VA","Virginia","Cascade",113135,"South","South Atlantic"
"18350","16881","PA","Pennsylvania","Bradford Township",90389,"Northeast","Middle Atlantic"
"18351","15942","PA","Pennsylvania","Jackson Township",99552,"Northeast","Middle Atlantic"
"18352","66076","KS","Kansas","Pomona",151207,"Midwest","West North Central"
"18353","86321","AZ","Arizona","Bagdad",156135,"West","Mountain"
"18354","55329","MN","Minnesota","Eden Valley",177944,"Midwest","West North Central"
"18355","20197","VA","Virginia","Waterford",768139,"South","South Atlantic"
"18356","28508","NC","North Carolina","Albertson",83725,"South","South Atlantic"
"18357","38334","TN","Tennessee","Finger",102643,"South","East South Central"
"18358","60043","IL","Illinois","Kenilworth",1335791,"Midwest","East North Central"
"18359","36017","AL","Alabama","Clio",69889,"South","East South Central"
"18360","39425","MS","Mississippi","Brooklyn",94693,"South","East South Central"
"18361","46978","IN","Indiana","Royal Center",99514,"Midwest","East North Central"
"18362","15639","PA","Pennsylvania","Hempfield Township",160276,"Northeast","Middle Atlantic"
"18363","92561","CA","California","Mountain Center",399219,"West","Pacific"
"18364","97499","OR","Oregon","Yoncalla",171392,"West","Pacific"
"18365","93424","CA","California","Avila Beach",929736,"West","Pacific"
"18366","66087","KS","Kansas","Troy",83924,"Midwest","West North Central"
"18367","1542","MA","Massachusetts","Leicester",292921,"Northeast","New England"
"18368","15322","PA","Pennsylvania","Jefferson Township",64537,"Northeast","Middle Atlantic"
"18369","62865","IL","Illinois","North City",87096,"Midwest","East North Central"
"18370","49271","MI","Michigan","Pittsford",127394,"Midwest","East North Central"
"18371","12575","NY","New York","Town of New Windsor",338771,"Northeast","Middle Atlantic"
"18372","85236","AZ","Arizona","Gilbert",332543,"West","Mountain"
"18373","63673","MO","Missouri","Saint Mary",146923,"Midwest","West North Central"
"18374","17965","PA","Pennsylvania","Port Carbon",58191,"Northeast","Middle Atlantic"
"18375","22027","VA","Virginia","Dunn Loring",964450,"South","South Atlantic"
"18376","54498","WI","Wisconsin","Withee",95969,"Midwest","East North Central"
"18377","56284","MN","Minnesota","Renville",106685,"Midwest","West North Central"
"18378","83876","ID","Idaho","Worley",481232,"West","Mountain"
"18379","83245","ID","Idaho","Inkom",258358,"West","Mountain"
"18380","22460","VA","Virginia","Farnham",139955,"South","South Atlantic"
"18381","23038","VA","Virginia","Columbia",178733,"South","South Atlantic"
"18382","38039","TN","Tennessee","Grand Junction",84741,"South","East South Central"
"18383","81039","CO","Colorado","Fowler",101174,"West","Mountain"
"18384","55771","MN","Minnesota","Orr",147173,"Midwest","West North Central"
"18385","74901","OK","Oklahoma","Arkoma",50604,"South","West South Central"
"18386","38641","MS","Mississippi","Walls",207299,"South","East South Central"
"18387","13320","NY","New York","Town of Cherry Valley",135453,"Northeast","Middle Atlantic"
"18388","74038","OK","Oklahoma","Jennings",94772,"South","West South Central"
"18389","4943","ME","Maine","Hartland",98509,"Northeast","New England"
"18390","43716","OH","Ohio","Beallsville",109079,"Midwest","East North Central"
"18391","56589","MN","Minnesota","Waubun",243723,"Midwest","West North Central"
"18392","93513","CA","California","Big Pine",250505,"West","Pacific"
"18393","25136","WV","West Virginia","Montgomery",58749,"South","South Atlantic"
"18394","5251","VT","Vermont","Dorset",445817,"Northeast","New England"
"18395","81527","CO","Colorado","Whitewater",389049,"West","Mountain"
"18396","88046","NM","New Mexico","Las Cruces",192951,"West","Mountain"
"18397","19534","PA","Pennsylvania","Greenwich Township",242757,"Northeast","Middle Atlantic"
"18398","69358","NE","Nebraska","Morrill",115605,"Midwest","West North Central"
"18399","5859","VT","Vermont","Jay",174395,"Northeast","New England"
"18400","12737","NY","New York","Lumberland",183415,"Northeast","Middle Atlantic"
"18401","35974","AL","Alabama","Geraldine",86919,"South","East South Central"
"18402","7439","NJ","New Jersey","Ogdensburg",234264,"Northeast","Middle Atlantic"
"18403","16341","PA","Pennsylvania","Pleasantville",90024,"Northeast","Middle Atlantic"
"18404","96008","CA","California","Bella Vista",352153,"West","Pacific"
"18405","73459","OK","Oklahoma","Thackerville",138577,"South","West South Central"
"18406","21794","MD","Maryland","West Friendship",730814,"South","South Atlantic"
"18407","53034","WI","Wisconsin","Hustisford",183722,"Midwest","East North Central"
"18408","29030","SC","South Carolina","Cameron",154209,"South","South Atlantic"
"18409","46058","IN","Indiana","Mulberry",139019,"Midwest","East North Central"
"18410","71061","LA","Louisiana","Oil City",85320,"South","West South Central"
"18411","38240","TN","Tennessee","Obion",74074,"South","East South Central"
"18412","23356","VA","Virginia","Greenbackville",180827,"South","South Atlantic"
"18413","39108","MS","Mississippi","McCool",93042,"South","East South Central"
"18414","55735","MN","Minnesota","Finlayson",189633,"Midwest","West North Central"
"18415","30456","GA","Georgia","Sardis",56026,"South","South Atlantic"
"18416","43150","OH","Ohio","Rushville",189445,"Midwest","East North Central"
"18417","1611","MA","Massachusetts","Leicester",252550,"Northeast","New England"
"18418","54470","WI","Wisconsin","Rib Lake",113835,"Midwest","East North Central"
"18419","83654","ID","Idaho","New Meadows",303053,"West","Mountain"
"18420","28660","NC","North Carolina","Olin",199438,"South","South Atlantic"
"18421","36578","AL","Alabama","Stapleton",189281,"South","East South Central"
"18422","53065","WI","Wisconsin","Oakfield",170658,"Midwest","East North Central"
"18423","14718","NY","New York","Cassadaga",113657,"Northeast","Middle Atlantic"
"18424","24290","VA","Virginia","Weber City",98960,"South","South Atlantic"
"18425","64490","MO","Missouri","Stewartsville",161370,"Midwest","West North Central"
"18426","62685","IL","Illinois","Royal Lakes",107529,"Midwest","East North Central"
"18427","26280","WV","West Virginia","Huttonsville",88855,"South","South Atlantic"
"18428","86441","AZ","Arizona","Dolan Springs",81364,"West","Mountain"
"18429","28582","NC","North Carolina","Stella",234570,"South","South Atlantic"
"18430","49113","MI","Michigan","Galien",134170,"Midwest","East North Central"
"18431","15840","PA","Pennsylvania","Falls Creek",85409,"Northeast","Middle Atlantic"
"18432","23960","VA","Virginia","Prospect",130302,"South","South Atlantic"
"18433","31017","GA","Georgia","Danville",92057,"South","South Atlantic"
"18434","71675","AR","Arkansas","Wilmar",77875,"South","West South Central"
"18435","27231","NC","North Carolina","Cedar Grove",199984,"South","South Atlantic"
"18436","12516","NY","New York","Town Of Copake",252339,"Northeast","Middle Atlantic"
"18437","49892","MI","Michigan","Vulcan",143401,"Midwest","East North Central"
"18438","86444","AZ","Arizona","Meadview",119983,"West","Mountain"
"18439","27007","NC","North Carolina","Ararat",162906,"South","South Atlantic"
"18440","16342","PA","Pennsylvania","Victory Township",102621,"Northeast","Middle Atlantic"
"18441","4030","ME","Maine","Waterboro",256767,"Northeast","New England"
"18442","28455","NC","North Carolina","Nakina",94998,"South","South Atlantic"
"18443","2659","MA","Massachusetts","Chatham",566784,"Northeast","New England"
"18444","72070","AR","Arkansas","Houston",84333,"South","West South Central"
"18445","56044","MN","Minnesota","Henderson",240952,"Midwest","West North Central"
"18446","61373","IL","Illinois","North Utica",155034,"Midwest","East North Central"
"18447","18833","PA","Pennsylvania","Albany Township",129244,"Northeast","Middle Atlantic"
"18448","45334","OH","Ohio","Jackson Center",128074,"Midwest","East North Central"
"18449","6752","CT","Connecticut","Bridgewater",428076,"Northeast","New England"
"18450","36456","AL","Alabama","McKenzie",60166,"South","East South Central"
"18451","66056","KS","Kansas","Mound City",114197,"Midwest","West North Central"
"18452","57793","SD","South Dakota","Whitewood",222723,"Midwest","West North Central"
"18453","38871","MS","Mississippi","Thaxton",114856,"South","East South Central"
"18454","23881","VA","Virginia","Spring Grove",199606,"South","South Atlantic"
"18455","62312","IL","Illinois","Barry",69152,"Midwest","East North Central"
"18456","65646","MO","Missouri","Everton",133844,"Midwest","West North Central"
"18457","65668","MO","Missouri","Hermitage",98799,"Midwest","West North Central"
"18458","71366","LA","Louisiana","Saint Joseph",264993,"South","West South Central"
"18459","71937","AR","Arkansas","Cove",78101,"South","West South Central"
"18460","24712","WV","West Virginia","Princeton",100551,"South","South Atlantic"
"18461","31512","GA","Georgia","Ambrose",139553,"South","South Atlantic"
"18462","49060","MI","Michigan","Hickory Corners",231619,"Midwest","East North Central"
"18463","54205","WI","Wisconsin","Casco",159884,"Midwest","East North Central"
"18464","86337","AZ","Arizona","Seligman",108637,"West","Mountain"
"18465","94956","CA","California","Point Reyes Station",1144705,"West","Pacific"
"18466","74465","OK","Oklahoma","Tahlequah",113170,"South","West South Central"
"18467","50670","IA","Iowa","Shell Rock",166521,"Midwest","West North Central"
"18468","51025","IA","Iowa","Holstein",95303,"Midwest","West North Central"
"18469","61732","IL","Illinois","Danvers",140029,"Midwest","East North Central"
"18470","28685","NC","North Carolina","Traphill",113061,"South","South Atlantic"
"18471","56222","MN","Minnesota","Clara City",94121,"Midwest","West North Central"
"18472","56443","MN","Minnesota","Cushing",290108,"Midwest","West North Central"
"18473","58270","ND","North Dakota","Park River",105293,"Midwest","West North Central"
"18474","76671","TX","Texas","Morgan",104819,"South","West South Central"
"18475","96134","CA","California","Tulelake",87503,"West","Pacific"
"18476","42325","KY","Kentucky","Bremen",90152,"South","East South Central"
"18477","45303","OH","Ohio","Ansonia",106510,"Midwest","East North Central"
"18478","68002","NE","Nebraska","Arlington",184894,"Midwest","West North Central"
"18479","74427","OK","Oklahoma","Cookson",126522,"South","West South Central"
"18480","33849","FL","Florida","Zephyrhills",236709,"South","South Atlantic"
"18481","73852","OK","Oklahoma","Mooreland",100604,"South","West South Central"
"18482","62044","IL","Illinois","Greenfield",60125,"Midwest","East North Central"
"18483","71362","LA","Louisiana","Plaucheville",97042,"South","West South Central"
"18484","73932","OK","Oklahoma","Beaver",86526,"South","West South Central"
"18485","62692","IL","Illinois","Waverly",72742,"Midwest","East North Central"
"18486","93067","CA","California","Summerland",1307451,"West","Pacific"
"18487","51028","IA","Iowa","Kingsley",151906,"Midwest","West North Central"
"18488","4631","ME","Maine","Eastport",121677,"Northeast","New England"
"18489","62888","IL","Illinois","Tamaroa",71478,"Midwest","East North Central"
"18490","30218","GA","Georgia","Gay",128982,"South","South Atlantic"
"18491","47230","IN","Indiana","Deputy",124900,"Midwest","East North Central"
"18492","42082","KY","Kentucky","Symsonia",102136,"South","East South Central"
"18493","78056","TX","Texas","Mico",382010,"South","West South Central"
"18494","28644","NC","North Carolina","Laurel Springs",140824,"South","South Atlantic"
"18495","62418","IL","Illinois","Brownstown",73075,"Midwest","East North Central"
"18496","73456","OK","Oklahoma","Ringling",48306,"South","West South Central"
"18497","97868","OR","Oregon","Pilot Rock",152265,"West","Pacific"
"18498","2827","RI","Rhode Island","Coventry",328886,"Northeast","New England"
"18499","22735","VA","Virginia","Reva",257220,"South","South Atlantic"
"18500","45877","OH","Ohio","Pandora",139599,"Midwest","East North Central"
"18501","48635","MI","Michigan","Lupton",95775,"Midwest","East North Central"
"18502","59041","MT","Montana","Joliet",299039,"West","Mountain"
"18503","52756","IA","Iowa","Long Grove",267135,"Midwest","West North Central"
"18504","83540","ID","Idaho","Lapwai",194916,"West","Mountain"
"18505","68937","NE","Nebraska","Elwood",247329,"Midwest","West North Central"
"18506","43332","OH","Ohio","La Rue",112225,"Midwest","East North Central"
"18507","7021","NJ","New Jersey","Essex Fells",913269,"Northeast","Middle Atlantic"
"18508","17309","PA","Pennsylvania","Chanceford Township",195145,"Northeast","Middle Atlantic"
"18509","38220","TN","Tennessee","Atwood",74982,"South","East South Central"
"18510","28432","NC","North Carolina","Clarendon",110778,"South","South Atlantic"
"18511","57029","SD","South Dakota","Freeman",213247,"Midwest","West North Central"
"18512","59858","MT","Montana","Philipsburg",227499,"West","Mountain"
"18513","48032","MI","Michigan","Jeddo",185352,"Midwest","East North Central"
"18514","35814","AL","Alabama","Madison",203333,"South","East South Central"
"18515","8732","NJ","New Jersey","Island Heights",396621,"Northeast","Middle Atlantic"
"18516","62037","IL","Illinois","Grafton",171617,"Midwest","East North Central"
"18517","75431","TX","Texas","Como",121014,"South","West South Central"
"18518","78959","TX","Texas","Waelder",135902,"South","West South Central"
"18519","96713","HI","Hawaii","Hana",720359,"West","Pacific"
"18520","55949","MN","Minnesota","Lanesboro",205103,"Midwest","West North Central"
"18521","83804","ID","Idaho","Blanchard",221049,"West","Mountain"
"18522","45874","OH","Ohio","Ohio City",97239,"Midwest","East North Central"
"18523","30522","GA","Georgia","Cherrylog",231767,"South","South Atlantic"
"18524","5660","VT","Vermont","Moretown",300930,"Northeast","New England"
"18525","37325","TN","Tennessee","Delano",137952,"South","East South Central"
"18526","16627","PA","Pennsylvania","Beccaria Township",52945,"Northeast","Middle Atlantic"
"18527","82939","WY","Wyoming","Mountain View",225767,"West","Mountain"
"18528","93651","CA","California","Prather",394590,"West","Pacific"
"18529","96056","CA","California","McArthur",190926,"West","Pacific"
"18530","75574","TX","Texas","Simms",131270,"South","West South Central"
"18531","23420","VA","Virginia","Painter",152052,"South","South Atlantic"
"18532","24598","VA","Virginia","Virgilina",95050,"South","South Atlantic"
"18533","71259","LA","Louisiana","Mangham",92309,"South","West South Central"
"18534","75554","TX","Texas","Avery",90276,"South","West South Central"
"18535","13156","NY","New York","Town Of Sterling",125067,"Northeast","Middle Atlantic"
"18536","24212","VA","Virginia","Abingdon",140377,"South","South Atlantic"
"18537","71941","AR","Arkansas","Donaldson",103311,"South","West South Central"
"18538","47341","IN","Indiana","Fountain City",139741,"Midwest","East North Central"
"18539","54531","WI","Wisconsin","Hazelhurst",241105,"Midwest","East North Central"
"18540","64491","MO","Missouri","Tarkio",71605,"Midwest","West North Central"
"18541","88426","NM","New Mexico","Logan",92394,"West","Mountain"
"18542","95389","CA","California","El Portal",583857,"West","Pacific"
"18543","2652","MA","Massachusetts","Truro",487567,"Northeast","New England"
"18544","62424","IL","Illinois","Dieterich",134160,"Midwest","East North Central"
"18545","71858","AR","Arkansas","Rosston",36948,"South","West South Central"
"18546","46128","IN","Indiana","Fillmore",171009,"Midwest","East North Central"
